#: table_doi: 10.17182/hepdata.90831.v1/t371
#: name: table no 371
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),toward region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_371.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8186,0.0059,-0.0059,0.0224,-0.0224,0.003,-0.003
0.6000000000000001,0.55,0.65,1.3747,0.0075,-0.0075,0.0224,-0.0224,0.0031,-0.0031
0.7,0.65,0.75,1.1275,0.0071,-0.0071,0.0137,-0.0137,0.003,-0.003
0.8,0.75,0.85,0.9321,0.0064,-0.0064,0.0097,-0.0097,0.0025,-0.0025
0.8999999999999999,0.85,0.95,0.7714,0.0063,-0.0063,0.0083,-0.0083,0.0014,-0.0014
1.0,0.95,1.05,0.6406,0.0062,-0.0062,0.0057,-0.0057,0.0018,-0.0018
1.1,1.05,1.15,0.5344,0.0056,-0.0056,0.0048,-0.0048,0.0021,-0.0021
1.2,1.15,1.25,0.4514,0.0051,-0.0051,0.0042,-0.0042,0.0021,-0.0021
1.3,1.25,1.35,0.377,0.005,-0.005,0.004,-0.004,0.001,-0.001
1.4,1.35,1.45,0.332,0.005,-0.005,0.003,-0.003,0.001,-0.001
1.5,1.45,1.55,0.2817,0.0045,-0.0045,0.0034,-0.0034,0.0012,-0.0012
1.6,1.55,1.65,0.2395,0.0042,-0.0042,0.0026,-0.0026,0.0012,-0.0012
1.7,1.65,1.75,0.202,0.004,-0.004,0.007,-0.007,0.001,-0.001
1.8,1.75,1.85,0.1782,0.0037,-0.0037,0.002,-0.002,0.0011,-0.0011
1.9,1.85,1.95,0.1552,0.0036,-0.0036,0.0031,-0.0031,0.0012,-0.0012
2.0,1.95,2.05,0.1285,0.0032,-0.0032,0.0015,-0.0015,0.0015,-0.0015
2.0999999999999996,2.05,2.15,0.1252,0.0032,-0.0032,0.0041,-0.0041,0.0017,-0.0017
2.2,2.15,2.25,0.105,0.003,-0.003,0.001,-0.001,0.002,-0.002
2.3,2.25,2.35,0.0944,0.0027,-0.0027,0.0023,-0.0023,0.0013,-0.0013
2.4000000000000004,2.35,2.45,0.0783,0.0024,-0.0024,0.0007,-0.0007,0.001,-0.001
2.5,2.45,2.55,0.0711,0.0024,-0.0024,0.0029,-0.0029,0.0013,-0.0013
2.5999999999999996,2.55,2.65,0.0674,0.0021,-0.0021,0.0013,-0.0013,0.0012,-0.0012
2.7,2.65,2.75,0.0595,0.0022,-0.0022,0.0008,-0.0008,0.0011,-0.0011
2.8,2.75,2.85,0.0531,0.0019,-0.0019,0.0008,-0.0008,0.0007,-0.0007
2.9000000000000004,2.85,2.95,0.0466,0.0019,-0.0019,0.0019,-0.0019,0.0008,-0.0008
3.0,2.95,3.05,0.0427,0.0017,-0.0017,0.0013,-0.0013,0.0012,-0.0012
3.0999999999999996,3.05,3.15,0.0385,0.0015,-0.0015,0.0015,-0.0015,0.0013,-0.0013
3.2,3.15,3.25,0.0368,0.0015,-0.0015,0.0008,-0.0008,0.001,-0.001
3.3,3.25,3.35,0.0326,0.0014,-0.0014,0.0004,-0.0004,0.0006,-0.0006
3.4000000000000004,3.35,3.45,0.0319,0.0014,-0.0014,0.0016,-0.0016,0.0006,-0.0006
3.5,3.45,3.55,0.0305,0.0014,-0.0014,0.0015,-0.0015,0.0006,-0.0006
3.5999999999999996,3.55,3.65,0.0253,0.0012,-0.0012,0.0005,-0.0005,0.0006,-0.0006
3.7,3.65,3.75,0.0243,0.0013,-0.0013,0.0004,-0.0004,0.0005,-0.0005
3.8,3.75,3.85,0.01995,0.00098,-0.00098,0.00093,-0.00093,0.00038,-0.00038
3.9000000000000004,3.85,3.95,0.019,0.0011,-0.0011,0.0008,-0.0008,0.0003,-0.0003
4.0,3.95,4.05,0.01945,0.00095,-0.00095,0.00042,-0.00042,0.00029,-0.00029
4.1,4.05,4.15,0.01724,0.00097,-0.00097,0.00043,-0.00043,0.00027,-0.00027
4.2,4.15,4.25,0.01546,0.00092,-0.00092,0.00036,-0.00036,0.00029,-0.00029
4.3,4.25,4.35,0.01459,0.00076,-0.00076,0.00077,-0.00077,0.0003,-0.0003
4.4,4.35,4.45,0.0163,0.0011,-0.0011,0.0006,-0.0006,0.0008,-0.0008
4.5,4.45,4.55,0.01461,0.00087,-0.00087,0.00029,-0.00029,0.00084,-0.00084
4.6,4.55,4.65,0.0123,0.0008,-0.0008,0.0002,-0.0002,0.0008,-0.0008
4.7,4.65,4.75,0.00994,0.00065,-0.00065,0.00079,-0.00079,0.00055,-0.00055
4.8,4.75,4.85,0.01222,0.00075,-0.00075,0.00011,-0.00011,0.00044,-0.00044
4.9,4.85,4.95,0.01043,0.00067,-0.00067,0.00027,-0.00027,0.0005,-0.0005
5.0,4.95,5.05,0.00889,0.00066,-0.00066,0.00011,-0.00011,0.00038,-0.00038
5.1,5.05,5.15,0.00916,0.00074,-0.00074,0.00054,-0.00054,0.00046,-0.00046
5.2,5.15,5.25,0.00891,0.00066,-0.00066,0.00061,-0.00061,0.00045,-0.00045
5.3,5.25,5.35,0.00941,0.00073,-0.00073,0.00013,-0.00013,0.00049,-0.00049
5.4,5.35,5.45,0.0088,0.00057,-0.00057,0.00012,-0.00012,0.00045,-0.00045

