#: table_doi: 10.17182/hepdata.90831.v1/t180
#: name: table no 180
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_180.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0149,0.0047,-0.0047,0.0104,-0.0104,0.0059,-0.0059
0.6000000000000001,0.55,0.65,0.104,0.012,-0.012,0.011,-0.011,0.007,-0.007
0.7,0.65,0.75,0.268,0.019,-0.019,0.015,-0.015,0.012,-0.012
0.8,0.75,0.85,0.557,0.027,-0.027,0.02,-0.02,0.017,-0.017
0.8999999999999999,0.85,0.95,0.855,0.029,-0.029,0.027,-0.027,0.021,-0.021
1.0,0.95,1.05,1.095,0.035,-0.035,0.033,-0.033,0.02,-0.02
1.1,1.05,1.15,1.149,0.032,-0.032,0.032,-0.032,0.018,-0.018
1.2,1.15,1.25,1.008,0.031,-0.031,0.025,-0.025,0.015,-0.015
1.3,1.25,1.35,0.793,0.028,-0.028,0.018,-0.018,0.014,-0.014
1.4,1.35,1.45,0.589,0.021,-0.021,0.013,-0.013,0.014,-0.014
1.5,1.45,1.55,0.482,0.019,-0.019,0.011,-0.011,0.014,-0.014
1.6,1.55,1.65,0.391,0.015,-0.015,0.011,-0.011,0.013,-0.013
1.7,1.65,1.75,0.336,0.016,-0.016,0.012,-0.012,0.012,-0.012
1.8,1.75,1.85,0.27,0.014,-0.014,0.01,-0.01,0.01,-0.01
1.9,1.85,1.95,0.22,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.0,1.95,2.05,0.1956,0.0092,-0.0092,0.0065,-0.0065,0.0083,-0.0083
2.0999999999999996,2.05,2.15,0.1542,0.0073,-0.0073,0.006,-0.006,0.0072,-0.0072
2.2,2.15,2.25,0.1351,0.0073,-0.0073,0.0066,-0.0066,0.0063,-0.0063
2.3,2.25,2.35,0.1211,0.0073,-0.0073,0.0071,-0.0071,0.0065,-0.0065
2.4000000000000004,2.35,2.45,0.1033,0.0061,-0.0061,0.0069,-0.0069,0.0065,-0.0065
2.5,2.45,2.55,0.0931,0.0075,-0.0075,0.0067,-0.0067,0.007,-0.007
2.5999999999999996,2.55,2.65,0.0804,0.0061,-0.0061,0.006,-0.006,0.0068,-0.0068
2.7,2.65,2.75,0.0669,0.0049,-0.0049,0.0042,-0.0042,0.0067,-0.0067
2.8,2.75,2.85,0.0477,0.0041,-0.0041,0.0037,-0.0037,0.0059,-0.0059
2.9000000000000004,2.85,2.95,0.064,0.0056,-0.0056,0.0047,-0.0047,0.0059,-0.0059

