#: table_doi: 10.17182/hepdata.90831.v1/t404
#: name: table no 404
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_404.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.4849,0.0041,-0.0041,0.008,-0.008,0.0044,-0.0044
0.6000000000000001,0.55,0.65,0.8592,0.0056,-0.0056,0.0085,-0.0085,0.0041,-0.0041
0.7,0.65,0.75,0.7167,0.0052,-0.0052,0.0068,-0.0068,0.0037,-0.0037
0.8,0.75,0.85,0.6187,0.0051,-0.0051,0.0058,-0.0058,0.0027,-0.0027
0.8999999999999999,0.85,0.95,0.5329,0.0049,-0.0049,0.0049,-0.0049,0.002,-0.002
1.0,0.95,1.05,0.4599,0.0048,-0.0048,0.0041,-0.0041,0.0015,-0.0015
1.1,1.05,1.15,0.4051,0.0046,-0.0046,0.0039,-0.0039,0.0012,-0.0012
1.2,1.15,1.25,0.3564,0.0049,-0.0049,0.0032,-0.0032,0.0011,-0.0011
1.3,1.25,1.35,0.3114,0.0045,-0.0045,0.0028,-0.0028,0.0012,-0.0012
1.4,1.35,1.45,0.2823,0.0043,-0.0043,0.0027,-0.0027,0.0011,-0.0011
1.5,1.45,1.55,0.245,0.004,-0.004,0.002,-0.002,0.001,-0.001
1.6,1.55,1.65,0.2272,0.0039,-0.0039,0.0023,-0.0023,0.0011,-0.0011
1.7,1.65,1.75,0.2,0.0037,-0.0037,0.0018,-0.0018,0.001,-0.001
1.8,1.75,1.85,0.1765,0.0034,-0.0034,0.0016,-0.0016,0.0009,-0.0009
1.9,1.85,1.95,0.168,0.0033,-0.0033,0.0015,-0.0015,0.001,-0.001
2.0,1.95,2.05,0.1491,0.0035,-0.0035,0.0014,-0.0014,0.001,-0.001
2.0999999999999996,2.05,2.15,0.142,0.003,-0.003,0.001,-0.001,0.001,-0.001
2.2,2.15,2.25,0.1279,0.0031,-0.0031,0.0012,-0.0012,0.0006,-0.0006
2.3,2.25,2.35,0.1151,0.0028,-0.0028,0.0014,-0.0014,0.0009,-0.0009
2.4000000000000004,2.35,2.45,0.117,0.003,-0.003,0.001,-0.001,0.001,-0.001
2.5,2.45,2.55,0.1025,0.0028,-0.0028,0.0023,-0.0023,0.0011,-0.0011
2.5999999999999996,2.55,2.65,0.0918,0.0025,-0.0025,0.0012,-0.0012,0.0008,-0.0008
2.7,2.65,2.75,0.097,0.0026,-0.0026,0.0018,-0.0018,0.0007,-0.0007
2.8,2.75,2.85,0.0864,0.0023,-0.0023,0.0009,-0.0009,0.0009,-0.0009
2.9000000000000004,2.85,2.95,0.0777,0.0022,-0.0022,0.0012,-0.0012,0.0008,-0.0008
3.0,2.95,3.05,0.0761,0.0022,-0.0022,0.0007,-0.0007,0.0009,-0.0009
3.0999999999999996,3.05,3.15,0.072,0.002,-0.002,0.001,-0.001,0.001,-0.001
3.2,3.15,3.25,0.0634,0.0018,-0.0018,0.0006,-0.0006,0.0007,-0.0007
3.3,3.25,3.35,0.0638,0.0019,-0.0019,0.0009,-0.0009,0.0005,-0.0005
3.4000000000000004,3.35,3.45,0.0603,0.0019,-0.0019,0.0006,-0.0006,0.0006,-0.0006
3.5,3.45,3.55,0.0544,0.0018,-0.0018,0.0006,-0.0006,0.0005,-0.0005
3.5999999999999996,3.55,3.65,0.057,0.0018,-0.0018,0.0006,-0.0006,0.0007,-0.0007
3.7,3.65,3.75,0.0541,0.0017,-0.0017,0.0005,-0.0005,0.0007,-0.0007
3.8,3.75,3.85,0.0464,0.0017,-0.0017,0.0007,-0.0007,0.0007,-0.0007
3.9000000000000004,3.85,3.95,0.0482,0.0015,-0.0015,0.0006,-0.0006,0.0005,-0.0005
4.0,3.95,4.05,0.0476,0.0015,-0.0015,0.0005,-0.0005,0.0004,-0.0004
4.1,4.05,4.15,0.0466,0.0016,-0.0016,0.0004,-0.0004,0.0004,-0.0004
4.2,4.15,4.25,0.0431,0.0014,-0.0014,0.0009,-0.0009,0.0004,-0.0004
4.3,4.25,4.35,0.0429,0.0014,-0.0014,0.0009,-0.0009,0.0005,-0.0005
4.4,4.35,4.45,0.0396,0.0014,-0.0014,0.0011,-0.0011,0.0005,-0.0005
4.5,4.45,4.55,0.0389,0.0012,-0.0012,0.0005,-0.0005,0.0005,-0.0005
4.6,4.55,4.65,0.0395,0.0013,-0.0013,0.0005,-0.0005,0.0004,-0.0004
4.7,4.65,4.75,0.0367,0.0013,-0.0013,0.0006,-0.0006,0.0003,-0.0003
4.8,4.75,4.85,0.0355,0.0013,-0.0013,0.0009,-0.0009,0.0004,-0.0004
4.9,4.85,4.95,0.0338,0.0011,-0.0011,0.0003,-0.0003,0.0003,-0.0003
5.0,4.95,5.05,0.0323,0.0012,-0.0012,0.0008,-0.0008,0.0003,-0.0003
5.1,5.05,5.15,0.0312,0.0011,-0.0011,0.0003,-0.0003,0.0004,-0.0004
5.2,5.15,5.25,0.0324,0.0012,-0.0012,0.001,-0.001,0.0005,-0.0005
5.3,5.25,5.35,0.0298,0.0011,-0.0011,0.0003,-0.0003,0.0004,-0.0004
5.4,5.35,5.45,0.02764,0.00099,-0.00099,0.00069,-0.00069,0.00044,-0.00044

