#: table_doi: 10.17182/hepdata.90831.v1/t199
#: name: table no 199
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_199.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00987,0.00075,-0.00075,0.00566,-0.00566,0.0033,-0.0033
0.6000000000000001,0.55,0.65,0.067,0.002,-0.002,0.006,-0.006,0.004,-0.004
0.7,0.65,0.75,0.1821,0.0032,-0.0032,0.0091,-0.0091,0.0055,-0.0055
0.8,0.75,0.85,0.455,0.0045,-0.0045,0.0182,-0.0182,0.0079,-0.0079
0.8999999999999999,0.85,0.95,0.883,0.006,-0.006,0.033,-0.033,0.011,-0.011
1.0,0.95,1.05,1.2637,0.0069,-0.0069,0.0463,-0.0463,0.0132,-0.0132
1.1,1.05,1.15,1.438,0.007,-0.007,0.052,-0.052,0.013,-0.013
1.2,1.15,1.25,1.3239,0.0065,-0.0065,0.0479,-0.0479,0.0103,-0.0103
1.3,1.25,1.35,1.0664,0.0057,-0.0057,0.0386,-0.0386,0.007,-0.007
1.4,1.35,1.45,0.8152,0.0047,-0.0047,0.0296,-0.0296,0.0049,-0.0049
1.5,1.45,1.55,0.6008,0.0039,-0.0039,0.0219,-0.0219,0.0042,-0.0042
1.6,1.55,1.65,0.4409,0.0033,-0.0033,0.0161,-0.0161,0.0044,-0.0044
1.7,1.65,1.75,0.3227,0.0027,-0.0027,0.0118,-0.0118,0.0046,-0.0046
1.8,1.75,1.85,0.2347,0.0022,-0.0022,0.0087,-0.0087,0.0042,-0.0042
1.9,1.85,1.95,0.1761,0.0019,-0.0019,0.0066,-0.0066,0.0035,-0.0035
2.0,1.95,2.05,0.1327,0.0016,-0.0016,0.005,-0.005,0.0027,-0.0027
2.0999999999999996,2.05,2.15,0.1066,0.0013,-0.0013,0.004,-0.004,0.0022,-0.0022
2.2,2.15,2.25,0.0841,0.0011,-0.0011,0.0032,-0.0032,0.0017,-0.0017
2.3,2.25,2.35,0.064,0.001,-0.001,0.003,-0.003,0.001,-0.001
2.4000000000000004,2.35,2.45,0.055,0.001,-0.001,0.002,-0.002,0.001,-0.001
2.5,2.45,2.55,0.0427,0.0009,-0.0009,0.0017,-0.0017,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.03499,0.00076,-0.00076,0.00141,-0.00141,0.00109,-0.00109
2.7,2.65,2.75,0.02891,0.00069,-0.00069,0.00116,-0.00116,0.00087,-0.00087
2.8,2.75,2.85,0.02397,0.00065,-0.00065,0.00098,-0.00098,0.00077,-0.00077
2.9000000000000004,2.85,2.95,0.02066,0.00061,-0.00061,0.00088,-0.00088,0.00061,-0.00061

