#: table_doi: 10.17182/hepdata.90831.v1/t105
#: name: table no 105
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_105.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.4612,0.0064,-0.0064,0.011,-0.011,0.0174,-0.0174
0.195,0.1,0.29,0.5707,0.0073,-0.0073,0.0096,-0.0096,0.0154,-0.0154
0.385,0.29,0.48,0.6363,0.0071,-0.0071,0.0084,-0.0084,0.0122,-0.0122
0.575,0.48,0.67,0.614,0.0056,-0.0056,0.0074,-0.0074,0.0085,-0.0085
0.765,0.67,0.86,0.555,0.005,-0.005,0.007,-0.007,0.006,-0.006
0.9550000000000001,0.86,1.05,0.4845,0.0045,-0.0045,0.0063,-0.0063,0.0041,-0.0041
1.145,1.05,1.24,0.405,0.004,-0.004,0.006,-0.006,0.004,-0.004
1.335,1.24,1.43,0.3447,0.0036,-0.0036,0.0047,-0.0047,0.0048,-0.0048
1.525,1.43,1.62,0.2733,0.0032,-0.0032,0.004,-0.004,0.0062,-0.0062
1.715,1.62,1.81,0.2183,0.0026,-0.0026,0.0033,-0.0033,0.0072,-0.0072
1.91,1.81,2.01,0.1652,0.0024,-0.0024,0.0027,-0.0027,0.0071,-0.0071
2.105,2.01,2.2,0.1196,0.0022,-0.0022,0.002,-0.002,0.0061,-0.0061
2.295,2.2,2.39,0.0924,0.0018,-0.0018,0.0017,-0.0017,0.0049,-0.0049
2.4850000000000003,2.39,2.58,0.0726,0.0017,-0.0017,0.0017,-0.0017,0.004,-0.004
2.675,2.58,2.77,0.0527,0.0013,-0.0013,0.0017,-0.0017,0.0034,-0.0034
2.865,2.77,2.96,0.0411,0.0013,-0.0013,0.0017,-0.0017,0.0031,-0.0031
3.0549999999999997,2.96,3.15,0.0343,0.0012,-0.0012,0.0016,-0.0016,0.0028,-0.0028
3.245,3.15,3.34,0.0246,0.00098,-0.00098,0.00135,-0.00135,0.00256,-0.00256
3.4349999999999996,3.34,3.53,0.02056,0.00083,-0.00083,0.00125,-0.00125,0.0022,-0.0022
3.625,3.53,3.72,0.0153,0.0011,-0.0011,0.0013,-0.0013,0.0019,-0.0019
3.8200000000000003,3.72,3.92,0.01096,0.00088,-0.00088,0.00131,-0.00131,0.0015,-0.0015
4.015000000000001,3.92,4.11,0.00705,0.00053,-0.00053,0.00104,-0.00104,0.00122,-0.00122
4.205,4.11,4.3,0.00625,0.00078,-0.00078,0.00079,-0.00079,0.00102,-0.00102

