#: table_doi: 10.17182/hepdata.90831.v1/t197
#: name: table no 197
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_197.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.02,0.012,-0.012,0.012,-0.012,0.018,-0.018
0.6000000000000001,0.55,0.65,0.075,0.019,-0.019,0.011,-0.011,0.02,-0.02
0.7,0.65,0.75,0.268,0.038,-0.038,0.012,-0.012,0.024,-0.024
0.8,0.75,0.85,0.49,0.05,-0.05,0.01,-0.01,0.03,-0.03
0.8999999999999999,0.85,0.95,0.62,0.05,-0.05,0.02,-0.02,0.03,-0.03
1.0,0.95,1.05,0.783,0.056,-0.056,0.024,-0.024,0.03,-0.03
1.1,1.05,1.15,0.831,0.057,-0.057,0.027,-0.027,0.029,-0.029
1.2,1.15,1.25,0.719,0.053,-0.053,0.027,-0.027,0.029,-0.029
1.3,1.25,1.35,0.622,0.044,-0.044,0.025,-0.025,0.026,-0.026
1.4,1.35,1.45,0.635,0.042,-0.042,0.022,-0.022,0.025,-0.025
1.5,1.45,1.55,0.581,0.039,-0.039,0.02,-0.02,0.022,-0.022
1.6,1.55,1.65,0.504,0.036,-0.036,0.016,-0.016,0.02,-0.02
1.7,1.65,1.75,0.38,0.035,-0.035,0.014,-0.014,0.018,-0.018
1.8,1.75,1.85,0.316,0.029,-0.029,0.011,-0.011,0.017,-0.017
1.9,1.85,1.95,0.308,0.024,-0.024,0.011,-0.011,0.018,-0.018
2.0,1.95,2.05,0.199,0.022,-0.022,0.007,-0.007,0.02,-0.02
2.0999999999999996,2.05,2.15,0.265,0.025,-0.025,0.007,-0.007,0.021,-0.021
2.2,2.15,2.25,0.2,0.02,-0.02,0.01,-0.01,0.02,-0.02
2.3,2.25,2.35,0.193,0.018,-0.018,0.008,-0.008,0.018,-0.018
2.4000000000000004,2.35,2.45,0.14,0.02,-0.02,0.01,-0.01,0.02,-0.02
2.5,2.45,2.55,0.113,0.016,-0.016,0.006,-0.006,0.014,-0.014
2.5999999999999996,2.55,2.65,0.091,0.011,-0.011,0.006,-0.006,0.013,-0.013
2.7,2.65,2.75,0.11,0.02,-0.02,0.01,-0.01,0.01,-0.01
2.8,2.75,2.85,0.0487,0.0092,-0.0092,0.0059,-0.0059,0.0143,-0.0143
2.9000000000000004,2.85,2.95,0.073,0.012,-0.012,0.006,-0.006,0.016,-0.016

