#: table_doi: 10.17182/hepdata.90831.v1/t438
#: name: table no 438
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_438.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.259,0.005,-0.005,0.038,-0.038,0.015,-0.015
0.095,0.05,0.14,0.5124,0.0064,-0.0064,0.0547,-0.0547,0.0162,-0.0162
0.19,0.14,0.24,0.6611,0.0062,-0.0062,0.041,-0.041,0.0181,-0.0181
0.28500000000000003,0.24,0.33,0.7612,0.0059,-0.0059,0.0322,-0.0322,0.0165,-0.0165
0.38,0.33,0.43,0.8068,0.0057,-0.0057,0.0124,-0.0124,0.0141,-0.0141
0.48,0.43,0.53,0.811,0.0053,-0.0053,0.0112,-0.0112,0.0117,-0.0117
0.575,0.53,0.62,0.7812,0.0047,-0.0047,0.0088,-0.0088,0.0086,-0.0086
0.6699999999999999,0.62,0.72,0.7312,0.0044,-0.0044,0.0045,-0.0045,0.0056,-0.0056
0.765,0.72,0.81,0.6668,0.0041,-0.0041,0.0105,-0.0105,0.0044,-0.0044
0.8600000000000001,0.81,0.91,0.5997,0.0039,-0.0039,0.0125,-0.0125,0.0033,-0.0033
0.9550000000000001,0.91,1.0,0.5344,0.0036,-0.0036,0.0133,-0.0133,0.0039,-0.0039
1.05,1.0,1.1,0.4736,0.0032,-0.0032,0.015,-0.015,0.0046,-0.0046
1.145,1.1,1.19,0.4113,0.0029,-0.0029,0.0142,-0.0142,0.0049,-0.0049
1.24,1.19,1.29,0.3728,0.0028,-0.0028,0.0129,-0.0129,0.0052,-0.0052
1.335,1.29,1.38,0.3192,0.0024,-0.0024,0.0148,-0.0148,0.0056,-0.0056
1.43,1.38,1.48,0.2798,0.0023,-0.0023,0.0109,-0.0109,0.0066,-0.0066
1.53,1.48,1.58,0.2411,0.0022,-0.0022,0.0125,-0.0125,0.0065,-0.0065
1.625,1.58,1.67,0.2056,0.0019,-0.0019,0.0111,-0.0111,0.006,-0.006
1.72,1.67,1.77,0.1762,0.0018,-0.0018,0.0127,-0.0127,0.0058,-0.0058
1.815,1.77,1.86,0.1477,0.0017,-0.0017,0.009,-0.009,0.0056,-0.0056
1.9100000000000001,1.86,1.96,0.1239,0.0015,-0.0015,0.0085,-0.0085,0.0051,-0.0051
2.005,1.96,2.05,0.1035,0.0014,-0.0014,0.0069,-0.0069,0.0046,-0.0046
2.0999999999999996,2.05,2.15,0.089,0.0012,-0.0012,0.0074,-0.0074,0.0042,-0.0042
2.1950000000000003,2.15,2.24,0.0717,0.0011,-0.0011,0.0048,-0.0048,0.004,-0.004
2.29,2.24,2.34,0.06075,0.00097,-0.00097,0.00367,-0.00367,0.00363,-0.00363
2.3899999999999997,2.34,2.44,0.05009,0.00092,-0.00092,0.00393,-0.00393,0.0034,-0.0034
2.485,2.44,2.53,0.04235,0.00081,-0.00081,0.00301,-0.00301,0.00295,-0.00295
2.58,2.53,2.63,0.03358,0.00079,-0.00079,0.00215,-0.00215,0.00291,-0.00291
2.7249999999999996,2.63,2.82,0.0243,0.00063,-0.00063,0.0018,-0.0018,0.0014,-0.0014
2.915,2.82,3.01,0.0167,0.0005,-0.0005,0.0009,-0.0009,0.0013,-0.0013
3.105,3.01,3.2,0.01089,0.00037,-0.00037,0.00073,-0.00073,0.00102,-0.00102
3.295,3.2,3.39,0.00685,0.00029,-0.00029,0.00032,-0.00032,0.00072,-0.00072
3.4850000000000003,3.39,3.58,0.00409,0.00023,-0.00023,0.00078,-0.00078,0.00063,-0.00063
3.725,3.58,3.87,0.00286,0.00018,-0.00018,8e-05,-8e-05,0.00036,-0.00036
4.105,3.87,4.34,0.00135,0.00012,-0.00012,0.00021,-0.00021,0.00017,-0.00017

