#: table_doi: 10.17182/hepdata.90831.v1/t266
#: name: table no 266
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_266.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.08,0.0098,-0.0098,0.0106,-0.0106,0.0109,-0.0109
0.195,0.1,0.29,0.208,0.015,-0.015,0.013,-0.013,0.01,-0.01
0.385,0.29,0.48,0.302,0.015,-0.015,0.019,-0.019,0.01,-0.01
0.575,0.48,0.67,0.39,0.015,-0.015,0.026,-0.026,0.013,-0.013
0.765,0.67,0.86,0.47,0.016,-0.016,0.013,-0.013,0.016,-0.016
0.9550000000000001,0.86,1.05,0.483,0.015,-0.015,0.039,-0.039,0.017,-0.017
1.145,1.05,1.24,0.5,0.016,-0.016,0.025,-0.025,0.012,-0.012
1.335,1.24,1.43,0.479,0.014,-0.014,0.012,-0.012,0.011,-0.011
1.525,1.43,1.62,0.437,0.013,-0.013,0.006,-0.006,0.009,-0.009
1.715,1.62,1.81,0.3592,0.0099,-0.0099,0.0049,-0.0049,0.0104,-0.0104
1.91,1.81,2.01,0.325,0.011,-0.011,0.004,-0.004,0.008,-0.008
2.105,2.01,2.2,0.2507,0.0086,-0.0086,0.0045,-0.0045,0.0081,-0.0081
2.295,2.2,2.39,0.2283,0.0092,-0.0092,0.0111,-0.0111,0.0097,-0.0097
2.4850000000000003,2.39,2.58,0.1738,0.0088,-0.0088,0.0037,-0.0037,0.0113,-0.0113
2.675,2.58,2.77,0.139,0.0072,-0.0072,0.0015,-0.0015,0.0103,-0.0103
2.865,2.77,2.96,0.0995,0.0062,-0.0062,0.0032,-0.0032,0.0081,-0.0081
3.0549999999999997,2.96,3.15,0.0835,0.0062,-0.0062,0.0042,-0.0042,0.0068,-0.0068
3.245,3.15,3.34,0.0671,0.0046,-0.0046,0.0038,-0.0038,0.0065,-0.0065
3.4349999999999996,3.34,3.53,0.0515,0.0063,-0.0063,0.0071,-0.0071,0.0052,-0.0052
3.625,3.53,3.72,0.0312,0.0032,-0.0032,0.0006,-0.0006,0.0055,-0.0055
3.8200000000000003,3.72,3.92,0.0292,0.0043,-0.0043,0.0046,-0.0046,0.0068,-0.0068
4.015000000000001,3.92,4.11,0.0172,0.0038,-0.0038,0.0026,-0.0026,0.0067,-0.0067
4.205,4.11,4.3,0.0108,0.0025,-0.0025,0.0017,-0.0017,0.006,-0.006

