#: table_doi: 10.17182/hepdata.90831.v1/t402
#: name: table no 402
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_402.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.574,0.0035,-0.0035,0.007,-0.007,0.0044,-0.0044
0.6000000000000001,0.55,0.65,0.9929,0.0044,-0.0044,0.008,-0.008,0.0037,-0.0037
0.7,0.65,0.75,0.8314,0.0043,-0.0043,0.0064,-0.0064,0.0036,-0.0036
0.8,0.75,0.85,0.7084,0.0043,-0.0043,0.0053,-0.0053,0.0021,-0.0021
0.8999999999999999,0.85,0.95,0.6118,0.0038,-0.0038,0.0044,-0.0044,0.0017,-0.0017
1.0,0.95,1.05,0.5131,0.0038,-0.0038,0.0038,-0.0038,0.0015,-0.0015
1.1,1.05,1.15,0.4482,0.0037,-0.0037,0.0032,-0.0032,0.0011,-0.0011
1.2,1.15,1.25,0.3898,0.0035,-0.0035,0.0028,-0.0028,0.0009,-0.0009
1.3,1.25,1.35,0.3363,0.0035,-0.0035,0.004,-0.004,0.0006,-0.0006
1.4,1.35,1.45,0.295,0.0033,-0.0033,0.0021,-0.0021,0.0006,-0.0006
1.5,1.45,1.55,0.2676,0.0031,-0.0031,0.0025,-0.0025,0.0007,-0.0007
1.6,1.55,1.65,0.2371,0.0029,-0.0029,0.0017,-0.0017,0.0009,-0.0009
1.7,1.65,1.75,0.2116,0.0027,-0.0027,0.0019,-0.0019,0.001,-0.001
1.8,1.75,1.85,0.1881,0.0028,-0.0028,0.0014,-0.0014,0.0009,-0.0009
1.9,1.85,1.95,0.1813,0.0026,-0.0026,0.0022,-0.0022,0.0008,-0.0008
2.0,1.95,2.05,0.1492,0.0024,-0.0024,0.0012,-0.0012,0.0006,-0.0006
2.0999999999999996,2.05,2.15,0.147,0.0024,-0.0024,0.001,-0.001,0.0006,-0.0006
2.2,2.15,2.25,0.1284,0.0022,-0.0022,0.0017,-0.0017,0.0005,-0.0005
2.3,2.25,2.35,0.1125,0.0021,-0.0021,0.0013,-0.0013,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.1121,0.0021,-0.0021,0.0016,-0.0016,0.0004,-0.0004
2.5,2.45,2.55,0.101,0.002,-0.002,0.002,-0.002,0,0
2.5999999999999996,2.55,2.65,0.0942,0.0019,-0.0019,0.0007,-0.0007,0.0005,-0.0005
2.7,2.65,2.75,0.0882,0.0018,-0.0018,0.0009,-0.0009,0.0004,-0.0004
2.8,2.75,2.85,0.0811,0.0018,-0.0018,0.0009,-0.0009,0.0005,-0.0005
2.9000000000000004,2.85,2.95,0.0761,0.0017,-0.0017,0.0007,-0.0007,0.0005,-0.0005
3.0,2.95,3.05,0.0729,0.0016,-0.0016,0.0005,-0.0005,0.0006,-0.0006
3.0999999999999996,3.05,3.15,0.0659,0.0015,-0.0015,0.0004,-0.0004,0.0007,-0.0007
3.2,3.15,3.25,0.0573,0.0014,-0.0014,0.0011,-0.0011,0.0007,-0.0007
3.3,3.25,3.35,0.0608,0.0015,-0.0015,0.0018,-0.0018,0.0006,-0.0006
3.4000000000000004,3.35,3.45,0.059,0.0013,-0.0013,0.0004,-0.0004,0.0005,-0.0005
3.5,3.45,3.55,0.0537,0.0013,-0.0013,0.0008,-0.0008,0.0005,-0.0005
3.5999999999999996,3.55,3.65,0.0524,0.0012,-0.0012,0.0004,-0.0004,0.0004,-0.0004
3.7,3.65,3.75,0.0499,0.0012,-0.0012,0.0003,-0.0003,0.0004,-0.0004
3.8,3.75,3.85,0.0471,0.0012,-0.0012,0.001,-0.001,0.0004,-0.0004
3.9000000000000004,3.85,3.95,0.0455,0.0012,-0.0012,0.0005,-0.0005,0.0004,-0.0004
4.0,3.95,4.05,0.0415,0.0011,-0.0011,0.0006,-0.0006,0.0004,-0.0004
4.1,4.05,4.15,0.037,0.001,-0.001,0,0,0,0
