#: table_doi: 10.17182/hepdata.90831.v1/t195
#: name: table no 195
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_195.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0167,0.0032,-0.0032,0.0106,-0.0106,0.0053,-0.0053
0.6000000000000001,0.55,0.65,0.1208,0.0094,-0.0094,0.0123,-0.0123,0.0057,-0.0057
0.7,0.65,0.75,0.267,0.014,-0.014,0.015,-0.015,0.007,-0.007
0.8,0.75,0.85,0.528,0.017,-0.017,0.023,-0.023,0.008,-0.008
0.8999999999999999,0.85,0.95,0.769,0.021,-0.021,0.029,-0.029,0.011,-0.011
1.0,0.95,1.05,0.96,0.02,-0.02,0.03,-0.03,0.01,-0.01
1.1,1.05,1.15,1.007,0.022,-0.022,0.03,-0.03,0.012,-0.012
1.2,1.15,1.25,0.92,0.02,-0.02,0.02,-0.02,0.01,-0.01
1.3,1.25,1.35,0.8,0.019,-0.019,0.019,-0.019,0.008,-0.008
1.4,1.35,1.45,0.665,0.014,-0.014,0.014,-0.014,0.007,-0.007
1.5,1.45,1.55,0.516,0.013,-0.013,0.009,-0.009,0.007,-0.007
1.6,1.55,1.65,0.4,0.012,-0.012,0.006,-0.006,0.006,-0.006
1.7,1.65,1.75,0.34,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.8,1.75,1.85,0.279,0.0081,-0.0081,0.0049,-0.0049,0.0059,-0.0059
1.9,1.85,1.95,0.2263,0.0073,-0.0073,0.0058,-0.0058,0.0055,-0.0055
2.0,1.95,2.05,0.2063,0.0077,-0.0077,0.0075,-0.0075,0.0049,-0.0049
2.0999999999999996,2.05,2.15,0.1775,0.0067,-0.0067,0.0089,-0.0089,0.0048,-0.0048
2.2,2.15,2.25,0.164,0.006,-0.006,0.008,-0.008,0.004,-0.004
2.3,2.25,2.35,0.1444,0.0058,-0.0058,0.0073,-0.0073,0.0043,-0.0043
2.4000000000000004,2.35,2.45,0.1352,0.0054,-0.0054,0.0077,-0.0077,0.0039,-0.0039
2.5,2.45,2.55,0.1172,0.0053,-0.0053,0.0069,-0.0069,0.004,-0.004
2.5999999999999996,2.55,2.65,0.104,0.005,-0.005,0.007,-0.007,0.005,-0.005
2.7,2.65,2.75,0.085,0.0044,-0.0044,0.0066,-0.0066,0.0052,-0.0052
2.8,2.75,2.85,0.087,0.0044,-0.0044,0.007,-0.007,0.0049,-0.0049
2.9000000000000004,2.85,2.95,0.0748,0.0038,-0.0038,0.0063,-0.0063,0.0049,-0.0049

