#: table_doi: 10.17182/hepdata.90831.v1/t175
#: name: table no 175
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_175.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0367,0.0015,-0.0015,0.0158,-0.0158,0.0073,-0.0073
0.6000000000000001,0.55,0.65,0.2275,0.0036,-0.0036,0.0186,-0.0186,0.0077,-0.0077
0.7,0.65,0.75,0.5053,0.0048,-0.0048,0.0275,-0.0275,0.0092,-0.0092
0.8,0.75,0.85,0.9748,0.0069,-0.0069,0.0426,-0.0426,0.0121,-0.0121
0.8999999999999999,0.85,0.95,1.4712,0.0071,-0.0071,0.0578,-0.0578,0.0149,-0.0149
1.0,0.95,1.05,1.6589,0.0073,-0.0073,0.0618,-0.0618,0.0154,-0.0154
1.1,1.05,1.15,1.4902,0.0071,-0.0071,0.0542,-0.0542,0.0123,-0.0123
1.2,1.15,1.25,1.1216,0.0057,-0.0057,0.0406,-0.0406,0.0083,-0.0083
1.3,1.25,1.35,0.774,0.0049,-0.0049,0.0287,-0.0287,0.0059,-0.0059
1.4,1.35,1.45,0.511,0.0036,-0.0036,0.0201,-0.0201,0.0051,-0.0051
1.5,1.45,1.55,0.334,0.003,-0.003,0.014,-0.014,0.004,-0.004
1.6,1.55,1.65,0.2256,0.0024,-0.0024,0.0106,-0.0106,0.0036,-0.0036
1.7,1.65,1.75,0.1599,0.0021,-0.0021,0.008,-0.008,0.0029,-0.0029
1.8,1.75,1.85,0.1103,0.0016,-0.0016,0.0063,-0.0063,0.0022,-0.0022
1.9,1.85,1.95,0.08,0.0013,-0.0013,0.005,-0.005,0.0018,-0.0018
2.0,1.95,2.05,0.0611,0.0011,-0.0011,0.0039,-0.0039,0.0015,-0.0015
2.0999999999999996,2.05,2.15,0.0472,0.00099,-0.00099,0.00297,-0.00297,0.00133,-0.00133
2.2,2.15,2.25,0.03534,0.00088,-0.00088,0.0026,-0.0026,0.00111,-0.00111
2.3,2.25,2.35,0.02669,0.00072,-0.00072,0.00235,-0.00235,0.00097,-0.00097
2.4000000000000004,2.35,2.45,0.02144,0.00069,-0.00069,0.00206,-0.00206,0.00094,-0.00094
2.5,2.45,2.55,0.01919,0.00059,-0.00059,0.0016,-0.0016,0.00092,-0.00092
2.5999999999999996,2.55,2.65,0.01574,0.00062,-0.00062,0.00117,-0.00117,0.001,-0.001
2.7,2.65,2.75,0.01054,0.00048,-0.00048,0.00082,-0.00082,0.00098,-0.00098
2.8,2.75,2.85,0.01286,0.00051,-0.00051,0.0007,-0.0007,0.00106,-0.00106
2.9000000000000004,2.85,2.95,0.00954,0.00056,-0.00056,0.00052,-0.00052,0.00093,-0.00093

