#: table_doi: 10.17182/hepdata.90831.v1/t326
#: name: table no 326
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_326.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0285,0.0016,-0.0016,0.0116,-0.0116,0.0048,-0.0048
0.6000000000000001,0.55,0.65,0.186,0.004,-0.004,0.029,-0.029,0.005,-0.005
0.7,0.65,0.75,0.5101,0.0059,-0.0059,0.0588,-0.0588,0.0056,-0.0056
0.8,0.75,0.85,1.1357,0.0081,-0.0081,0.094,-0.094,0.0072,-0.0072
0.8999999999999999,0.85,0.95,1.7596,0.0088,-0.0088,0.1265,-0.1265,0.0098,-0.0098
1.0,0.95,1.05,1.9404,0.0089,-0.0089,0.1376,-0.1376,0.0125,-0.0125
1.1,1.05,1.15,1.649,0.0077,-0.0077,0.1188,-0.1188,0.01,-0.01
1.2,1.15,1.25,1.1236,0.0063,-0.0063,0.0814,-0.0814,0.0071,-0.0071
1.3,1.25,1.35,0.6903,0.0048,-0.0048,0.0504,-0.0504,0.0051,-0.0051
1.4,1.35,1.45,0.4005,0.0035,-0.0035,0.0311,-0.0311,0.0049,-0.0049
1.5,1.45,1.55,0.2238,0.0025,-0.0025,0.02,-0.02,0.0042,-0.0042
1.6,1.55,1.65,0.131,0.002,-0.002,0.014,-0.014,0.003,-0.003
1.7,1.65,1.75,0.078,0.0014,-0.0014,0.009,-0.009,0.0022,-0.0022
1.8,1.75,1.85,0.0482,0.0011,-0.0011,0.0055,-0.0055,0.0016,-0.0016
1.9,1.85,1.95,0.0277,0.00083,-0.00083,0.00406,-0.00406,0.00129,-0.00129
2.0,1.95,2.05,0.02047,0.00072,-0.00072,0.00279,-0.00279,0.00119,-0.00119
2.0999999999999996,2.05,2.15,0.01484,0.00065,-0.00065,0.00205,-0.00205,0.00101,-0.00101
2.2,2.15,2.25,0.00899,0.00048,-0.00048,0.00139,-0.00139,0.001,-0.001
2.3,2.25,2.35,0.00567,0.00031,-0.00031,0.00109,-0.00109,0.00095,-0.00095
2.4000000000000004,2.35,2.45,0.00559,0.00059,-0.00059,0.00092,-0.00092,0.00087,-0.00087
2.5,2.45,2.55,0.00301,0.00032,-0.00032,0.00073,-0.00073,0.00059,-0.00059
2.5999999999999996,2.55,2.65,0.00281,0.00041,-0.00041,0.00065,-0.00065,0.00036,-0.00036
2.7,2.65,2.75,0.00149,0.00015,-0.00015,0.0004,-0.0004,0.0003,-0.0003
2.8,2.75,2.85,0.0011,0.0002,-0.0002,0.0003,-0.0003,0.0002,-0.0002
2.9000000000000004,2.85,2.95,0.00047,0.00012,-0.00012,0.00029,-0.00029,0.00023,-0.00023

