#: table_doi: 10.17182/hepdata.90831.v1/t415
#: name: table no 415
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_415.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.363,0.007,-0.007,0.113,-0.113,0.019,-0.019
0.095,0.05,0.14,0.6078,0.0082,-0.0082,0.1103,-0.1103,0.0196,-0.0196
0.19,0.14,0.24,0.7575,0.0079,-0.0079,0.073,-0.073,0.0198,-0.0198
0.28500000000000003,0.24,0.33,0.8277,0.0073,-0.0073,0.0463,-0.0463,0.0157,-0.0157
0.38,0.33,0.43,0.834,0.0065,-0.0065,0.0246,-0.0246,0.0121,-0.0121
0.48,0.43,0.53,0.7965,0.0062,-0.0062,0.004,-0.004,0.0091,-0.0091
0.575,0.53,0.62,0.7429,0.0059,-0.0059,0.0186,-0.0186,0.0063,-0.0063
0.6699999999999999,0.62,0.72,0.6711,0.0052,-0.0052,0.0295,-0.0295,0.0042,-0.0042
0.765,0.72,0.81,0.6145,0.0047,-0.0047,0.0406,-0.0406,0.0043,-0.0043
0.8600000000000001,0.81,0.91,0.5443,0.0043,-0.0043,0.0336,-0.0336,0.0053,-0.0053
0.9550000000000001,0.91,1.0,0.4971,0.0044,-0.0044,0.0438,-0.0438,0.0079,-0.0079
1.05,1.0,1.1,0.4322,0.0039,-0.0039,0.0255,-0.0255,0.0087,-0.0087
1.145,1.1,1.19,0.3822,0.0035,-0.0035,0.0259,-0.0259,0.0094,-0.0094
1.24,1.19,1.29,0.3225,0.0031,-0.0031,0.0197,-0.0197,0.0064,-0.0064
1.335,1.29,1.38,0.291,0.003,-0.003,0.023,-0.023,0.005,-0.005
1.43,1.38,1.48,0.2543,0.0028,-0.0028,0.0167,-0.0167,0.0042,-0.0042
1.53,1.48,1.58,0.2215,0.0025,-0.0025,0.0165,-0.0165,0.0047,-0.0047
1.625,1.58,1.67,0.1881,0.0023,-0.0023,0.0131,-0.0131,0.0049,-0.0049
1.72,1.67,1.77,0.1668,0.0021,-0.0021,0.0103,-0.0103,0.0048,-0.0048
1.815,1.77,1.86,0.144,0.002,-0.002,0.007,-0.007,0.004,-0.004
1.9100000000000001,1.86,1.96,0.1206,0.0017,-0.0017,0.0071,-0.0071,0.0044,-0.0044
2.005,1.96,2.05,0.1002,0.0017,-0.0017,0.0035,-0.0035,0.0043,-0.0043
2.0999999999999996,2.05,2.15,0.0853,0.0015,-0.0015,0.0041,-0.0041,0.0042,-0.0042
2.1950000000000003,2.15,2.24,0.0757,0.0015,-0.0015,0.0044,-0.0044,0.0034,-0.0034
2.29,2.24,2.34,0.0651,0.0014,-0.0014,0.0014,-0.0014,0.0032,-0.0032
2.3899999999999997,2.34,2.44,0.0554,0.0012,-0.0012,0.0034,-0.0034,0.0025,-0.0025
2.485,2.44,2.53,0.0467,0.0011,-0.0011,0.001,-0.001,0.0023,-0.0023
2.58,2.53,2.63,0.041,0.0011,-0.0011,0.0012,-0.0012,0.0026,-0.0026
2.7249999999999996,2.63,2.82,0.03174,0.00085,-0.00085,0.00093,-0.00093,0.00144,-0.00144
2.915,2.82,3.01,0.02293,0.00075,-0.00075,0.00085,-0.00085,0.00169,-0.00169
3.105,3.01,3.2,0.01674,0.00062,-0.00062,0.00112,-0.00112,0.00137,-0.00137
3.295,3.2,3.39,0.01193,0.00056,-0.00056,0.00174,-0.00174,0.00104,-0.00104
3.4850000000000003,3.39,3.58,0.00868,0.00043,-0.00043,0.00098,-0.00098,0.00075,-0.00075
3.725,3.58,3.87,0.0051,0.00034,-0.00034,0.00019,-0.00019,0.00048,-0.00048
4.105,3.87,4.34,0.00257,0.00023,-0.00023,0.00014,-0.00014,0.00029,-0.00029

