#: table_doi: 10.17182/hepdata.90831.v1/t514
#: name: table no 514
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_514.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0251,0.0049,-0.0049,0.0207,-0.0207,0.0058,-0.0058
0.6000000000000001,0.55,0.65,0.179,0.012,-0.012,0.032,-0.032,0.008,-0.008
0.7,0.65,0.75,0.373,0.016,-0.016,0.07,-0.07,0.01,-0.01
0.8,0.75,0.85,0.681,0.022,-0.022,0.082,-0.082,0.012,-0.012
0.8999999999999999,0.85,0.95,1.033,0.027,-0.027,0.079,-0.079,0.015,-0.015
1.0,0.95,1.05,1.072,0.025,-0.025,0.039,-0.039,0.017,-0.017
1.1,1.05,1.15,1.024,0.024,-0.024,0.034,-0.034,0.015,-0.015
1.2,1.15,1.25,0.925,0.021,-0.021,0.043,-0.043,0.013,-0.013
1.3,1.25,1.35,0.763,0.019,-0.019,0.043,-0.043,0.012,-0.012
1.4,1.35,1.45,0.625,0.016,-0.016,0.039,-0.039,0.009,-0.009
1.5,1.45,1.55,0.474,0.014,-0.014,0.034,-0.034,0.009,-0.009
1.6,1.55,1.65,0.353,0.012,-0.012,0.026,-0.026,0.008,-0.008
1.7,1.65,1.75,0.324,0.012,-0.012,0.013,-0.013,0.009,-0.009
1.8,1.75,1.85,0.259,0.011,-0.011,0.01,-0.01,0.008,-0.008
1.9,1.85,1.95,0.191,0.008,-0.008,0.023,-0.023,0.008,-0.008
2.0,1.95,2.05,0.1671,0.0079,-0.0079,0.0101,-0.0101,0.0065,-0.0065
2.0999999999999996,2.05,2.15,0.1441,0.0078,-0.0078,0.0057,-0.0057,0.0056,-0.0056
2.2,2.15,2.25,0.1173,0.0068,-0.0068,0.0101,-0.0101,0.0042,-0.0042
2.3,2.25,2.35,0.095,0.006,-0.006,0.01,-0.01,0.004,-0.004
2.4000000000000004,2.35,2.45,0.1064,0.0062,-0.0062,0.0036,-0.0036,0.0042,-0.0042
2.5,2.45,2.55,0.0946,0.0061,-0.0061,0.0046,-0.0046,0.0042,-0.0042
2.5999999999999996,2.55,2.65,0.084,0.0039,-0.0039,0.0088,-0.0088,0.0049,-0.0049
2.7,2.65,2.75,0.0914,0.0057,-0.0057,0.0037,-0.0037,0.0046,-0.0046
2.8,2.75,2.85,0.0643,0.0039,-0.0039,0.0089,-0.0089,0.0046,-0.0046
2.9000000000000004,2.85,2.95,0.0501,0.0035,-0.0035,0.0046,-0.0046,0.0051,-0.0051

