#: table_doi: 10.17182/hepdata.90831.v1/t336
#: name: table no 336
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_336.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.007,0.0014,-0.0014,0.0013,-0.0013,0.0008,-0.0008
0.6000000000000001,0.55,0.65,0.0284,0.0024,-0.0024,0.0074,-0.0074,0.0018,-0.0018
0.7,0.65,0.75,0.1503,0.0052,-0.0052,0.0232,-0.0232,0.0053,-0.0053
0.8,0.75,0.85,0.5521,0.0099,-0.0099,0.0424,-0.0424,0.0085,-0.0085
0.8999999999999999,0.85,0.95,1.179,0.013,-0.013,0.071,-0.071,0.011,-0.011
1.0,0.95,1.05,1.668,0.015,-0.015,0.056,-0.056,0.011,-0.011
1.1,1.05,1.15,1.732,0.014,-0.014,0.071,-0.071,0.01,-0.01
1.2,1.15,1.25,1.459,0.013,-0.013,0.065,-0.065,0.008,-0.008
1.3,1.25,1.35,1.05,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.4,1.35,1.45,0.696,0.008,-0.008,0.022,-0.022,0.004,-0.004
1.5,1.45,1.55,0.456,0.0064,-0.0064,0.0159,-0.0159,0.0035,-0.0035
1.6,1.55,1.65,0.2999,0.0049,-0.0049,0.0106,-0.0106,0.0034,-0.0034
1.7,1.65,1.75,0.2,0.0039,-0.0039,0.0104,-0.0104,0.0032,-0.0032
1.8,1.75,1.85,0.1352,0.0032,-0.0032,0.0067,-0.0067,0.0037,-0.0037
1.9,1.85,1.95,0.0973,0.0027,-0.0027,0.0053,-0.0053,0.0029,-0.0029
2.0,1.95,2.05,0.069,0.002,-0.002,0.004,-0.004,0.003,-0.003
2.0999999999999996,2.05,2.15,0.0476,0.0017,-0.0017,0.0028,-0.0028,0.0021,-0.0021
2.2,2.15,2.25,0.0391,0.0015,-0.0015,0.0025,-0.0025,0.0023,-0.0023
2.3,2.25,2.35,0.0267,0.0014,-0.0014,0.002,-0.002,0.0025,-0.0025
2.4000000000000004,2.35,2.45,0.0215,0.0015,-0.0015,0.0016,-0.0016,0.0024,-0.0024
2.5,2.45,2.55,0.01555,0.00097,-0.00097,0.0013,-0.0013,0.00229,-0.00229
2.5999999999999996,2.55,2.65,0.014,0.001,-0.001,0.001,-0.001,0.002,-0.002
2.7,2.65,2.75,0.01117,0.00097,-0.00097,0.00149,-0.00149,0.00188,-0.00188
2.8,2.75,2.85,0.0074,0.0011,-0.0011,0.0008,-0.0008,0.0017,-0.0017
2.9000000000000004,2.85,2.95,0.00569,0.00075,-0.00075,0.00079,-0.00079,0.00162,-0.00162

