#: table_doi: 10.17182/hepdata.90831.v1/t442
#: name: table no 442
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_442.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.009,0.0024,-0.0024,0.001,-0.001,0.0008,-0.0008
0.095,0.05,0.14,0.0257,0.0044,-0.0044,0.0009,-0.0009,0.0014,-0.0014
0.19,0.14,0.24,0.0374,0.0049,-0.0049,0.0035,-0.0035,0.0022,-0.0022
0.28500000000000003,0.24,0.33,0.0385,0.0042,-0.0042,0.0012,-0.0012,0.0026,-0.0026
0.38,0.33,0.43,0.0525,0.0046,-0.0046,0.0035,-0.0035,0.003,-0.003
0.48,0.43,0.53,0.0731,0.0053,-0.0053,0.0028,-0.0028,0.004,-0.004
0.575,0.53,0.62,0.1151,0.0065,-0.0065,0.0058,-0.0058,0.0056,-0.0056
0.6699999999999999,0.62,0.72,0.1551,0.0068,-0.0068,0.0058,-0.0058,0.0081,-0.0081
0.765,0.72,0.81,0.2067,0.0079,-0.0079,0.0064,-0.0064,0.0104,-0.0104
0.8600000000000001,0.81,0.91,0.2538,0.0083,-0.0083,0.0118,-0.0118,0.0115,-0.0115
0.9550000000000001,0.91,1.0,0.2968,0.0087,-0.0087,0.0124,-0.0124,0.0113,-0.0113
1.05,1.0,1.1,0.3296,0.0086,-0.0086,0.0115,-0.0115,0.0113,-0.0113
1.145,1.1,1.19,0.3909,0.0095,-0.0095,0.0129,-0.0129,0.0125,-0.0125
1.24,1.19,1.29,0.4022,0.0092,-0.0092,0.0111,-0.0111,0.0123,-0.0123
1.335,1.29,1.38,0.4443,0.0094,-0.0094,0.0165,-0.0165,0.0128,-0.0128
1.43,1.38,1.48,0.49,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.53,1.48,1.58,0.499,0.0096,-0.0096,0.0137,-0.0137,0.0111,-0.0111
1.625,1.58,1.67,0.5197,0.0098,-0.0098,0.016,-0.016,0.0087,-0.0087
1.72,1.67,1.77,0.51,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.815,1.77,1.86,0.489,0.0099,-0.0099,0.0144,-0.0144,0.0064,-0.0064
1.9100000000000001,1.86,1.96,0.4723,0.0093,-0.0093,0.0135,-0.0135,0.0062,-0.0062
2.005,1.96,2.05,0.4368,0.0087,-0.0087,0.0134,-0.0134,0.0063,-0.0063
2.0999999999999996,2.05,2.15,0.4329,0.0088,-0.0088,0.013,-0.013,0.0055,-0.0055
2.1950000000000003,2.15,2.24,0.3881,0.0084,-0.0084,0.0128,-0.0128,0.0046,-0.0046
2.29,2.24,2.34,0.358,0.0078,-0.0078,0.0121,-0.0121,0.0067,-0.0067
2.3899999999999997,2.34,2.44,0.3535,0.0082,-0.0082,0.0166,-0.0166,0.0057,-0.0057
2.485,2.44,2.53,0.3133,0.0069,-0.0069,0.0115,-0.0115,0.0071,-0.0071
2.58,2.53,2.63,0.2925,0.0069,-0.0069,0.0092,-0.0092,0.0095,-0.0095
2.7249999999999996,2.63,2.82,0.2524,0.0059,-0.0059,0.0092,-0.0092,0.0072,-0.0072
2.915,2.82,3.01,0.2036,0.0054,-0.0054,0.0086,-0.0086,0.0077,-0.0077
3.105,3.01,3.2,0.1604,0.0045,-0.0045,0.0102,-0.0102,0.0066,-0.0066
3.295,3.2,3.39,0.1174,0.0038,-0.0038,0.0066,-0.0066,0.0058,-0.0058
3.4850000000000003,3.39,3.58,0.0857,0.0033,-0.0033,0.0036,-0.0036,0.0053,-0.0053
3.725,3.58,3.87,0.0591,0.0027,-0.0027,0.0042,-0.0042,0.0039,-0.0039
4.105,3.87,4.34,0.0327,0.0018,-0.0018,0.0017,-0.0017,0.0021,-0.0021

