#: table_doi: 10.17182/hepdata.90831.v1/t491
#: name: table no 491
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),toward region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_491.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0284,0.0051,-0.0051,0.027,-0.027,0.009,-0.009
0.6000000000000001,0.55,0.65,0.207,0.013,-0.013,0.018,-0.018,0.007,-0.007
0.7,0.65,0.75,0.4,0.019,-0.019,0.035,-0.035,0.01,-0.01
0.8,0.75,0.85,0.82,0.025,-0.025,0.059,-0.059,0.01,-0.01
0.8999999999999999,0.85,0.95,1.16,0.03,-0.03,0.07,-0.07,0.01,-0.01
1.0,0.95,1.05,1.336,0.029,-0.029,0.077,-0.077,0.017,-0.017
1.1,1.05,1.15,1.264,0.027,-0.027,0.077,-0.077,0.018,-0.018
1.2,1.15,1.25,1.026,0.024,-0.024,0.061,-0.061,0.017,-0.017
1.3,1.25,1.35,0.73,0.02,-0.02,0.04,-0.04,0.01,-0.01
1.4,1.35,1.45,0.574,0.017,-0.017,0.031,-0.031,0.011,-0.011
1.5,1.45,1.55,0.437,0.014,-0.014,0.024,-0.024,0.01,-0.01
1.6,1.55,1.65,0.312,0.012,-0.012,0.017,-0.017,0.008,-0.008
1.7,1.65,1.75,0.2299,0.0089,-0.0089,0.0134,-0.0134,0.0079,-0.0079
1.8,1.75,1.85,0.1812,0.0071,-0.0071,0.0182,-0.0182,0.0075,-0.0075
1.9,1.85,1.95,0.1858,0.0074,-0.0074,0.0104,-0.0104,0.0069,-0.0069
2.0,1.95,2.05,0.1452,0.0061,-0.0061,0.0075,-0.0075,0.0065,-0.0065
2.0999999999999996,2.05,2.15,0.1197,0.0059,-0.0059,0.0198,-0.0198,0.0062,-0.0062
2.2,2.15,2.25,0.1136,0.0068,-0.0068,0.0069,-0.0069,0.0055,-0.0055
2.3,2.25,2.35,0.0791,0.0051,-0.0051,0.0042,-0.0042,0.0047,-0.0047
2.4000000000000004,2.35,2.45,0.068,0.0045,-0.0045,0.0039,-0.0039,0.004,-0.004
2.5,2.45,2.55,0.0526,0.0035,-0.0035,0.0028,-0.0028,0.0046,-0.0046
2.5999999999999996,2.55,2.65,0.0531,0.0051,-0.0051,0.0038,-0.0038,0.0057,-0.0057
2.7,2.65,2.75,0.041,0.004,-0.004,0.002,-0.002,0.007,-0.007
2.8,2.75,2.85,0.0248,0.0025,-0.0025,0.0061,-0.0061,0.0069,-0.0069
2.9000000000000004,2.85,2.95,0.0362,0.0041,-0.0041,0.0069,-0.0069,0.0073,-0.0073

