#: table_doi: 10.17182/hepdata.90831.v1/t439
#: name: table no 439
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_439.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0844,0.0033,-0.0033,0.0128,-0.0128,0.0058,-0.0058
0.095,0.05,0.14,0.1689,0.0045,-0.0045,0.0177,-0.0177,0.0069,-0.0069
0.19,0.14,0.24,0.2679,0.0048,-0.0048,0.0219,-0.0219,0.0097,-0.0097
0.28500000000000003,0.24,0.33,0.377,0.005,-0.005,0.019,-0.019,0.012,-0.012
0.38,0.33,0.43,0.4934,0.0055,-0.0055,0.014,-0.014,0.015,-0.015
0.48,0.43,0.53,0.5929,0.0056,-0.0056,0.0163,-0.0163,0.0158,-0.0158
0.575,0.53,0.62,0.6526,0.0059,-0.0059,0.022,-0.022,0.0149,-0.0149
0.6699999999999999,0.62,0.72,0.6823,0.0058,-0.0058,0.0128,-0.0128,0.0125,-0.0125
0.765,0.72,0.81,0.6865,0.0051,-0.0051,0.0202,-0.0202,0.0097,-0.0097
0.8600000000000001,0.81,0.91,0.6648,0.0048,-0.0048,0.0066,-0.0066,0.0072,-0.0072
0.9550000000000001,0.91,1.0,0.6467,0.0052,-0.0052,0.0069,-0.0069,0.0045,-0.0045
1.05,1.0,1.1,0.6127,0.0048,-0.0048,0.0133,-0.0133,0.0033,-0.0033
1.145,1.1,1.19,0.5787,0.0043,-0.0043,0.0127,-0.0127,0.0035,-0.0035
1.24,1.19,1.29,0.528,0.004,-0.004,0.011,-0.011,0.004,-0.004
1.335,1.29,1.38,0.4739,0.0039,-0.0039,0.0121,-0.0121,0.0061,-0.0061
1.43,1.38,1.48,0.4233,0.0036,-0.0036,0.0142,-0.0142,0.0064,-0.0064
1.53,1.48,1.58,0.3656,0.0032,-0.0032,0.0098,-0.0098,0.0079,-0.0079
1.625,1.58,1.67,0.3158,0.0031,-0.0031,0.0106,-0.0106,0.0073,-0.0073
1.72,1.67,1.77,0.2791,0.0031,-0.0031,0.0066,-0.0066,0.007,-0.007
1.815,1.77,1.86,0.2422,0.0028,-0.0028,0.0056,-0.0056,0.0062,-0.0062
1.9100000000000001,1.86,1.96,0.2114,0.0024,-0.0024,0.0111,-0.0111,0.0061,-0.0061
2.005,1.96,2.05,0.1777,0.0023,-0.0023,0.0099,-0.0099,0.0062,-0.0062
2.0999999999999996,2.05,2.15,0.156,0.002,-0.002,0.007,-0.007,0.006,-0.006
2.1950000000000003,2.15,2.24,0.1317,0.0019,-0.0019,0.0031,-0.0031,0.0058,-0.0058
2.29,2.24,2.34,0.1101,0.0018,-0.0018,0.0058,-0.0058,0.0054,-0.0054
2.3899999999999997,2.34,2.44,0.0944,0.0017,-0.0017,0.0028,-0.0028,0.0047,-0.0047
2.485,2.44,2.53,0.0802,0.0015,-0.0015,0.0046,-0.0046,0.0046,-0.0046
2.58,2.53,2.63,0.0649,0.0013,-0.0013,0.0028,-0.0028,0.0054,-0.0054
2.7249999999999996,2.63,2.82,0.0508,0.0012,-0.0012,0.0029,-0.0029,0.0029,-0.0029
2.915,2.82,3.01,0.0347,0.00084,-0.00084,0.00196,-0.00196,0.00265,-0.00265
3.105,3.01,3.2,0.02219,0.00071,-0.00071,0.00191,-0.00191,0.00183,-0.00183
3.295,3.2,3.39,0.01499,0.00061,-0.00061,0.00168,-0.00168,0.00115,-0.00115
3.4850000000000003,3.39,3.58,0.01019,0.00047,-0.00047,0.00053,-0.00053,0.00088,-0.00088
3.725,3.58,3.87,0.00686,0.00035,-0.00035,0.00053,-0.00053,0.00055,-0.00055
4.105,3.87,4.34,0.00339,0.00025,-0.00025,0.00035,-0.00035,0.0003,-0.0003

