#: table_doi: 10.17182/hepdata.90831.v1/t516
#: name: table no 516
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmax region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_516.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.017,0.006,-0.006,0.016,-0.016,0.007,-0.007
0.6000000000000001,0.55,0.65,0.114,0.015,-0.015,0.006,-0.006,0.007,-0.007
0.7,0.65,0.75,0.298,0.023,-0.023,0.026,-0.026,0.013,-0.013
0.8,0.75,0.85,0.552,0.031,-0.031,0.034,-0.034,0.015,-0.015
0.8999999999999999,0.85,0.95,0.786,0.032,-0.032,0.047,-0.047,0.018,-0.018
1.0,0.95,1.05,1.0,0.033,-0.033,0.045,-0.045,0.02,-0.02
1.1,1.05,1.15,1.001,0.035,-0.035,0.034,-0.034,0.018,-0.018
1.2,1.15,1.25,0.895,0.034,-0.034,0.033,-0.033,0.014,-0.014
1.3,1.25,1.35,0.706,0.027,-0.027,0.03,-0.03,0.011,-0.011
1.4,1.35,1.45,0.624,0.024,-0.024,0.023,-0.023,0.014,-0.014
1.5,1.45,1.55,0.505,0.021,-0.021,0.018,-0.018,0.014,-0.014
1.6,1.55,1.65,0.45,0.02,-0.02,0.02,-0.02,0.02,-0.02
1.7,1.65,1.75,0.392,0.021,-0.021,0.023,-0.023,0.015,-0.015
1.8,1.75,1.85,0.285,0.015,-0.015,0.012,-0.012,0.015,-0.015
1.9,1.85,1.95,0.231,0.013,-0.013,0.011,-0.011,0.008,-0.008
2.0,1.95,2.05,0.208,0.011,-0.011,0.013,-0.013,0.008,-0.008
2.0999999999999996,2.05,2.15,0.17,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.2,2.15,2.25,0.1535,0.0089,-0.0089,0.0089,-0.0089,0.006,-0.006
2.3,2.25,2.35,0.136,0.012,-0.012,0.005,-0.005,0.006,-0.006
2.4000000000000004,2.35,2.45,0.1244,0.0092,-0.0092,0.0074,-0.0074,0.0067,-0.0067
2.5,2.45,2.55,0.1027,0.0091,-0.0091,0.0107,-0.0107,0.0059,-0.0059
2.5999999999999996,2.55,2.65,0.0859,0.0064,-0.0064,0.009,-0.009,0.0059,-0.0059
2.7,2.65,2.75,0.0873,0.0092,-0.0092,0.0043,-0.0043,0.0047,-0.0047
2.8,2.75,2.85,0.0686,0.0074,-0.0074,0.0053,-0.0053,0.0063,-0.0063
2.9000000000000004,2.85,2.95,0.068,0.0069,-0.0069,0.0033,-0.0033,0.0056,-0.0056

