#: table_doi: 10.17182/hepdata.90831.v1/t201
#: name: table no 201
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_201.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00274,0.00089,-0.00089,0.00086,-0.00086,0.001,-0.001
0.6000000000000001,0.55,0.65,0.0211,0.0021,-0.0021,0.0017,-0.0017,0.0012,-0.0012
0.7,0.65,0.75,0.0396,0.0027,-0.0027,0.003,-0.003,0.0016,-0.0016
0.8,0.75,0.85,0.0841,0.0038,-0.0038,0.0059,-0.0059,0.002,-0.002
0.8999999999999999,0.85,0.95,0.1536,0.0049,-0.0049,0.0103,-0.0103,0.0027,-0.0027
1.0,0.95,1.05,0.2513,0.0063,-0.0063,0.0159,-0.0159,0.004,-0.004
1.1,1.05,1.15,0.3399,0.0068,-0.0068,0.021,-0.021,0.0059,-0.0059
1.2,1.15,1.25,0.4255,0.0074,-0.0074,0.026,-0.026,0.0075,-0.0075
1.3,1.25,1.35,0.4957,0.0078,-0.0078,0.0302,-0.0302,0.0083,-0.0083
1.4,1.35,1.45,0.5532,0.0087,-0.0087,0.0337,-0.0337,0.0084,-0.0084
1.5,1.45,1.55,0.5638,0.0082,-0.0082,0.0343,-0.0343,0.0082,-0.0082
1.6,1.55,1.65,0.587,0.008,-0.008,0.036,-0.036,0.007,-0.007
1.7,1.65,1.75,0.606,0.008,-0.008,0.037,-0.037,0.006,-0.006
1.8,1.75,1.85,0.5907,0.0075,-0.0075,0.0358,-0.0358,0.0053,-0.0053
1.9,1.85,1.95,0.5535,0.0071,-0.0071,0.0335,-0.0335,0.0049,-0.0049
2.0,1.95,2.05,0.501,0.0066,-0.0066,0.0304,-0.0304,0.0048,-0.0048
2.0999999999999996,2.05,2.15,0.4625,0.0061,-0.0061,0.0281,-0.0281,0.0049,-0.0049
2.2,2.15,2.25,0.4095,0.0052,-0.0052,0.0249,-0.0249,0.0044,-0.0044
2.3,2.25,2.35,0.367,0.005,-0.005,0.022,-0.022,0.004,-0.004
2.4000000000000004,2.35,2.45,0.3317,0.0046,-0.0046,0.0201,-0.0201,0.0029,-0.0029
2.5,2.45,2.55,0.3,0.004,-0.004,0.018,-0.018,0.002,-0.002
2.5999999999999996,2.55,2.65,0.2592,0.0035,-0.0035,0.0158,-0.0158,0.0024,-0.0024
2.7,2.65,2.75,0.2311,0.0034,-0.0034,0.0143,-0.0143,0.0027,-0.0027
2.8,2.75,2.85,0.201,0.003,-0.003,0.013,-0.013,0.003,-0.003
2.9000000000000004,2.85,2.95,0.1727,0.0029,-0.0029,0.0108,-0.0108,0.0032,-0.0032

