#: table_doi: 10.17182/hepdata.90831.v1/t185
#: name: table no 185
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_185.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.1214,0.0055,-0.0055,0.0728,-0.0728,0.0166,-0.0166
0.6000000000000001,0.55,0.65,0.547,0.011,-0.011,0.067,-0.067,0.016,-0.016
0.7,0.65,0.75,0.933,0.015,-0.015,0.064,-0.064,0.014,-0.014
0.8,0.75,0.85,1.283,0.016,-0.016,0.074,-0.074,0.014,-0.014
0.8999999999999999,0.85,0.95,1.415,0.016,-0.016,0.079,-0.079,0.014,-0.014
1.0,0.95,1.05,1.33,0.014,-0.014,0.074,-0.074,0.015,-0.015
1.1,1.05,1.15,1.09,0.012,-0.012,0.059,-0.059,0.013,-0.013
1.2,1.15,1.25,0.839,0.012,-0.012,0.044,-0.044,0.009,-0.009
1.3,1.25,1.35,0.6089,0.0094,-0.0094,0.0305,-0.0305,0.0069,-0.0069
1.4,1.35,1.45,0.4213,0.0072,-0.0072,0.0211,-0.0211,0.0057,-0.0057
1.5,1.45,1.55,0.3195,0.0063,-0.0063,0.0158,-0.0158,0.005,-0.005
1.6,1.55,1.65,0.2213,0.0049,-0.0049,0.0119,-0.0119,0.0045,-0.0045
1.7,1.65,1.75,0.1677,0.0048,-0.0048,0.0099,-0.0099,0.0044,-0.0044
1.8,1.75,1.85,0.121,0.0038,-0.0038,0.0088,-0.0088,0.0044,-0.0044
1.9,1.85,1.95,0.095,0.004,-0.004,0.007,-0.007,0.004,-0.004
2.0,1.95,2.05,0.0696,0.0028,-0.0028,0.0053,-0.0053,0.0041,-0.0041
2.0999999999999996,2.05,2.15,0.063,0.0032,-0.0032,0.0046,-0.0046,0.0041,-0.0041
2.2,2.15,2.25,0.04,0.0025,-0.0025,0.0039,-0.0039,0.004,-0.004
2.3,2.25,2.35,0.0423,0.0022,-0.0022,0.0037,-0.0037,0.0042,-0.0042
2.4000000000000004,2.35,2.45,0.0302,0.0025,-0.0025,0.0029,-0.0029,0.004,-0.004
2.5,2.45,2.55,0.0273,0.0024,-0.0024,0.0028,-0.0028,0.0037,-0.0037
2.5999999999999996,2.55,2.65,0.018,0.0017,-0.0017,0.0021,-0.0021,0.0031,-0.0031
2.7,2.65,2.75,0.0188,0.0015,-0.0015,0.002,-0.002,0.0023,-0.0023
2.8,2.75,2.85,0.0144,0.0014,-0.0014,0.0016,-0.0016,0.0021,-0.0021
2.9000000000000004,2.85,2.95,0.02,0.002,-0.002,0.002,-0.002,0.002,-0.002

