#: table_doi: 10.17182/hepdata.90831.v1/t270
#: name: table no 270
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_270.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.00524,0.00048,-0.00048,0.00123,-0.00123,0.0033,-0.0033
0.195,0.1,0.29,0.1251,0.0023,-0.0023,0.0086,-0.0086,0.0069,-0.0069
0.385,0.29,0.48,0.3012,0.0027,-0.0027,0.0162,-0.0162,0.0119,-0.0119
0.575,0.48,0.67,0.4367,0.0028,-0.0028,0.0158,-0.0158,0.0147,-0.0147
0.765,0.67,0.86,0.5277,0.0028,-0.0028,0.0075,-0.0075,0.0133,-0.0133
0.9550000000000001,0.86,1.05,0.5544,0.0026,-0.0026,0.0098,-0.0098,0.0106,-0.0106
1.145,1.05,1.24,0.5395,0.0024,-0.0024,0.0045,-0.0045,0.0066,-0.0066
1.335,1.24,1.43,0.4977,0.0022,-0.0022,0.0035,-0.0035,0.0038,-0.0038
1.525,1.43,1.62,0.439,0.002,-0.002,0.007,-0.007,0.003,-0.003
1.715,1.62,1.81,0.3727,0.0018,-0.0018,0.0058,-0.0058,0.0041,-0.0041
1.91,1.81,2.01,0.3077,0.0016,-0.0016,0.0058,-0.0058,0.0058,-0.0058
2.105,2.01,2.2,0.2537,0.0014,-0.0014,0.0124,-0.0124,0.0067,-0.0067
2.295,2.2,2.39,0.2042,0.0013,-0.0013,0.0139,-0.0139,0.0068,-0.0068
2.4850000000000003,2.39,2.58,0.1617,0.0011,-0.0011,0.0108,-0.0108,0.0063,-0.0063
2.675,2.58,2.77,0.12558,0.00098,-0.00098,0.00693,-0.00693,0.00581,-0.00581
2.865,2.77,2.96,0.09774,0.00083,-0.00083,0.0058,-0.0058,0.00523,-0.00523
3.0549999999999997,2.96,3.15,0.0757,0.00075,-0.00075,0.00394,-0.00394,0.00477,-0.00477
3.245,3.15,3.34,0.05626,0.00064,-0.00064,0.00045,-0.00045,0.00413,-0.00413
3.4349999999999996,3.34,3.53,0.04252,0.00056,-0.00056,0.00094,-0.00094,0.00338,-0.00338
3.625,3.53,3.72,0.0313,0.0005,-0.0005,0.002,-0.002,0.0028,-0.0028
3.8200000000000003,3.72,3.92,0.0222,0.0004,-0.0004,0.0022,-0.0022,0.0022,-0.0022
4.015000000000001,3.92,4.11,0.01675,0.00036,-0.00036,0.00106,-0.00106,0.00178,-0.00178
4.205,4.11,4.3,0.01126,0.00029,-0.00029,0.00202,-0.00202,0.00143,-0.00143

