#: table_doi: 10.17182/hepdata.90831.v1/t479
#: name: table no 479
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_479.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.1849,0.0038,-0.0038,0.0297,-0.0297,0.0099,-0.0099
0.23500000000000001,0.14,0.33,0.2647,0.0038,-0.0038,0.0173,-0.0173,0.0077,-0.0077
0.43000000000000005,0.33,0.53,0.3554,0.0043,-0.0043,0.0096,-0.0096,0.0084,-0.0084
0.625,0.53,0.72,0.4286,0.0044,-0.0044,0.0077,-0.0077,0.0071,-0.0071
0.815,0.72,0.91,0.4658,0.0046,-0.0046,0.0046,-0.0046,0.0055,-0.0055
1.0050000000000001,0.91,1.1,0.4662,0.0044,-0.0044,0.0066,-0.0066,0.0041,-0.0041
1.195,1.1,1.29,0.449,0.004,-0.004,0.007,-0.007,0.003,-0.003
1.385,1.29,1.48,0.4164,0.0036,-0.0036,0.0065,-0.0065,0.0031,-0.0031
1.575,1.48,1.67,0.3722,0.0033,-0.0033,0.0083,-0.0083,0.0028,-0.0028
1.7650000000000001,1.67,1.86,0.3229,0.0032,-0.0032,0.0074,-0.0074,0.0053,-0.0053
2.1,1.86,2.34,0.241,0.002,-0.002,0.006,-0.006,0.003,-0.003
2.5300000000000002,2.34,2.72,0.1528,0.0016,-0.0016,0.0022,-0.0022,0.0037,-0.0037
2.91,2.72,3.1,0.1035,0.0014,-0.0014,0.0022,-0.0022,0.0027,-0.0027
3.295,3.1,3.49,0.0703,0.0012,-0.0012,0.0027,-0.0027,0.002,-0.002
3.68,3.49,3.87,0.04868,0.00091,-0.00091,0.00213,-0.00213,0.00189,-0.00189
4.105,3.87,4.34,0.0309,0.00067,-0.00067,0.00041,-0.00041,0.00122,-0.00122
4.58,4.34,4.82,0.01836,0.00051,-0.00051,0.00028,-0.00028,0.00084,-0.00084
5.0600000000000005,4.82,5.3,0.01051,0.00043,-0.00043,0.00039,-0.00039,0.00056,-0.00056
5.54,5.3,5.78,0.0066,0.0003,-0.0003,0.0002,-0.0002,0.0005,-0.0005

