#: table_doi: 10.17182/hepdata.90831.v1/t278
#: name: table no 278
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_278.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0185,0.0013,-0.0013,0.0012,-0.0012,0.0028,-0.0028
0.095,0.05,0.14,0.0809,0.0025,-0.0025,0.0029,-0.0029,0.0053,-0.0053
0.19,0.14,0.24,0.173,0.0029,-0.0029,0.0091,-0.0091,0.0094,-0.0094
0.28500000000000003,0.24,0.33,0.2785,0.0033,-0.0033,0.0062,-0.0062,0.0123,-0.0123
0.38,0.33,0.43,0.3627,0.0033,-0.0033,0.0051,-0.0051,0.0138,-0.0138
0.48,0.43,0.53,0.4461,0.0034,-0.0034,0.0045,-0.0045,0.0145,-0.0145
0.575,0.53,0.62,0.5107,0.0035,-0.0035,0.0045,-0.0045,0.0149,-0.0149
0.6699999999999999,0.62,0.72,0.5664,0.0034,-0.0034,0.0064,-0.0064,0.015,-0.015
0.765,0.72,0.81,0.5988,0.0035,-0.0035,0.0053,-0.0053,0.0137,-0.0137
0.8600000000000001,0.81,0.91,0.6024,0.0035,-0.0035,0.0113,-0.0113,0.0123,-0.0123
0.9550000000000001,0.91,1.0,0.6035,0.0033,-0.0033,0.0047,-0.0047,0.009,-0.009
1.05,1.0,1.1,0.5906,0.0031,-0.0031,0.0038,-0.0038,0.0069,-0.0069
1.145,1.1,1.19,0.5694,0.0029,-0.0029,0.0036,-0.0036,0.0046,-0.0046
1.24,1.19,1.29,0.548,0.0029,-0.0029,0.0039,-0.0039,0.0036,-0.0036
1.335,1.29,1.38,0.5122,0.0027,-0.0027,0.0032,-0.0032,0.003,-0.003
1.43,1.38,1.48,0.4767,0.0026,-0.0026,0.0052,-0.0052,0.0031,-0.0031
1.53,1.48,1.58,0.4409,0.0025,-0.0025,0.0063,-0.0063,0.0044,-0.0044
1.625,1.58,1.67,0.4003,0.0024,-0.0024,0.003,-0.003,0.0059,-0.0059
1.72,1.67,1.77,0.3585,0.0022,-0.0022,0.0033,-0.0033,0.0077,-0.0077
1.815,1.77,1.86,0.3152,0.0021,-0.0021,0.0025,-0.0025,0.008,-0.008
1.9100000000000001,1.86,1.96,0.284,0.002,-0.002,0.006,-0.006,0.008,-0.008
2.005,1.96,2.05,0.248,0.0018,-0.0018,0.0026,-0.0026,0.0074,-0.0074
2.0999999999999996,2.05,2.15,0.2226,0.0017,-0.0017,0.0051,-0.0051,0.0075,-0.0075
2.1950000000000003,2.15,2.24,0.1943,0.0015,-0.0015,0.0042,-0.0042,0.0077,-0.0077
2.29,2.24,2.34,0.1639,0.0014,-0.0014,0.0028,-0.0028,0.0073,-0.0073
2.3899999999999997,2.34,2.44,0.1443,0.0013,-0.0013,0.0034,-0.0034,0.0066,-0.0066
2.485,2.44,2.53,0.1206,0.0012,-0.0012,0.0008,-0.0008,0.0063,-0.0063
2.58,2.53,2.63,0.104,0.0011,-0.0011,0.0005,-0.0005,0.0076,-0.0076
2.7249999999999996,2.63,2.82,0.08127,0.00099,-0.00099,0.00065,-0.00065,0.0042,-0.0042
2.915,2.82,3.01,0.05889,0.00081,-0.00081,0.00069,-0.00069,0.00449,-0.00449
3.105,3.01,3.2,0.04217,0.00065,-0.00065,0.00166,-0.00166,0.00369,-0.00369
3.295,3.2,3.39,0.02961,0.00056,-0.00056,0.00037,-0.00037,0.00293,-0.00293
3.4850000000000003,3.39,3.58,0.019,0.00046,-0.00046,0.00054,-0.00054,0.0024,-0.0024
3.725,3.58,3.87,0.01151,0.00033,-0.00033,0.00014,-0.00014,0.00132,-0.00132
4.105,3.87,4.34,0.00501,0.00021,-0.00021,0.00133,-0.00133,0.00063,-0.00063

