#: table_doi: 10.17182/hepdata.90831.v1/t82
#: name: table no 82
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_82.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
4.5,4.45,4.55,0.03188,0.00073,-0.00073,0.0004,-0.0004,0.00029,-0.00029
4.6,4.55,4.65,0.03064,0.00071,-0.00071,0.00039,-0.00039,0.0003,-0.0003
4.7,4.65,4.75,0.02903,0.00064,-0.00064,0.00042,-0.00042,0.00031,-0.00031
4.8,4.75,4.85,0.0285,0.00071,-0.00071,0.00043,-0.00043,0.00032,-0.00032
4.9,4.85,4.95,0.0284,0.0007,-0.0007,0.0004,-0.0004,0.0003,-0.0003
5.0,4.95,5.05,0.02611,0.00065,-0.00065,0.00034,-0.00034,0.00033,-0.00033
5.1,5.05,5.15,0.0237,0.00061,-0.00061,0.00038,-0.00038,0.00032,-0.00032
5.2,5.15,5.25,0.02289,0.00059,-0.00059,0.0004,-0.0004,0.00033,-0.00033
5.3,5.25,5.35,0.02261,0.00056,-0.00056,0.00036,-0.00036,0.00029,-0.00029
5.4,5.35,5.45,0.02243,0.00055,-0.00055,0.00032,-0.00032,0.00028,-0.00028

