#: table_doi: 10.17182/hepdata.90831.v1/t82
#: name: table no 82
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_82.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.589,0.003,-0.003,0.008,-0.008,0.005,-0.005
0.6000000000000001,0.55,0.65,1.0326,0.0038,-0.0038,0.0106,-0.0106,0.0048,-0.0048
0.7,0.65,0.75,0.8584,0.0037,-0.0037,0.0085,-0.0085,0.0036,-0.0036
0.8,0.75,0.85,0.7276,0.0035,-0.0035,0.0068,-0.0068,0.0026,-0.0026
0.8999999999999999,0.85,0.95,0.6301,0.0032,-0.0032,0.0056,-0.0056,0.0017,-0.0017
1.0,0.95,1.05,0.5301,0.0032,-0.0032,0.0046,-0.0046,0.0013,-0.0013
1.1,1.05,1.15,0.462,0.0029,-0.0029,0.0038,-0.0038,0.0011,-0.0011
1.2,1.15,1.25,0.3974,0.0028,-0.0028,0.0033,-0.0033,0.0009,-0.0009
1.3,1.25,1.35,0.3455,0.0028,-0.0028,0.0028,-0.0028,0.0008,-0.0008
1.4,1.35,1.45,0.3033,0.0025,-0.0025,0.0025,-0.0025,0.0007,-0.0007
1.5,1.45,1.55,0.2738,0.0025,-0.0025,0.0023,-0.0023,0.0008,-0.0008
1.6,1.55,1.65,0.2382,0.0024,-0.0024,0.0019,-0.0019,0.0008,-0.0008
1.7,1.65,1.75,0.2159,0.0022,-0.0022,0.0018,-0.0018,0.0009,-0.0009
1.8,1.75,1.85,0.1921,0.0022,-0.0022,0.0016,-0.0016,0.0009,-0.0009
1.9,1.85,1.95,0.1814,0.0022,-0.0022,0.0016,-0.0016,0.0008,-0.0008
2.0,1.95,2.05,0.151,0.002,-0.002,0.001,-0.001,0.001,-0.001
2.0999999999999996,2.05,2.15,0.1471,0.0019,-0.0019,0.0013,-0.0013,0.0006,-0.0006
2.2,2.15,2.25,0.1279,0.0019,-0.0019,0.0012,-0.0012,0.0006,-0.0006
2.3,2.25,2.35,0.115,0.0018,-0.0018,0.0011,-0.0011,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.1082,0.0017,-0.0017,0.001,-0.001,0.0005,-0.0005
2.5,2.45,2.55,0.1008,0.0016,-0.0016,0.001,-0.001,0.0004,-0.0004
2.5999999999999996,2.55,2.65,0.0924,0.0015,-0.0015,0.0009,-0.0009,0.0004,-0.0004
2.7,2.65,2.75,0.0863,0.0015,-0.0015,0.0009,-0.0009,0.0004,-0.0004
2.8,2.75,2.85,0.0793,0.0013,-0.0013,0.0008,-0.0008,0.0004,-0.0004
2.9000000000000004,2.85,2.95,0.075,0.0014,-0.0014,0.0008,-0.0008,0.0005,-0.0005
3.0,2.95,3.05,0.0704,0.0013,-0.0013,0.0007,-0.0007,0.0005,-0.0005
3.0999999999999996,3.05,3.15,0.0642,0.0012,-0.0012,0.0007,-0.0007,0.0005,-0.0005
3.2,3.15,3.25,0.0574,0.0011,-0.0011,0.0007,-0.0007,0.0005,-0.0005
3.3,3.25,3.35,0.0584,0.0011,-0.0011,0.0007,-0.0007,0.0005,-0.0005
3.4000000000000004,3.35,3.45,0.0557,0.0011,-0.0011,0.0006,-0.0006,0.0005,-0.0005
3.5,3.45,3.55,0.0528,0.0011,-0.0011,0.0006,-0.0006,0.0004,-0.0004
3.5999999999999996,3.55,3.65,0.05,0.001,-0.001,0.001,-0.001,0,0
3.7,3.65,3.75,0.047,0.001,-0.001,0.001,-0.001,0,0
3.8,3.75,3.85,0.04393,0.00098,-0.00098,0.00057,-0.00057,0.0003,-0.0003
3.9000000000000004,3.85,3.95,0.04281,0.00094,-0.00094,0.00052,-0.00052,0.00031,-0.00031
4.0,3.95,4.05,0.03951,0.00089,-0.00089,0.00052,-0.00052,0.00033,-0.00033
4.1,4.05,4.15,0.03571,0.00082,-0.00082,0.00054,-0.00054,0.00034,-0.00034
4.2,4.15,4.25,0.0348,0.00081,-0.00081,0.00048,-0.00048,0.00032,-0.00032
4.3,4.25,4.35,0.0332,0.0008,-0.0008,0.0005,-0.0005,0.0003,-0.0003
4.4,4.35,4.45,0.0333,0.00077,-0.00077,0.00045,-0.00045,0.00027,-0.00027
