#: table_doi: 10.17182/hepdata.90831.v1/t273
#: name: table no 273
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmax region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_273.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.00029,0.00034,-0.00034,0.00044,-0.00044,0.00116,-0.00116
0.195,0.1,0.29,0.0178,0.0027,-0.0027,0.0016,-0.0016,0.0017,-0.0017
0.385,0.29,0.48,0.0644,0.0048,-0.0048,0.003,-0.003,0.0051,-0.0051
0.575,0.48,0.67,0.1468,0.0064,-0.0064,0.0076,-0.0076,0.009,-0.009
0.765,0.67,0.86,0.2311,0.0073,-0.0073,0.004,-0.004,0.0119,-0.0119
0.9550000000000001,0.86,1.05,0.3135,0.0076,-0.0076,0.0109,-0.0109,0.0114,-0.0114
1.145,1.05,1.24,0.3773,0.0074,-0.0074,0.0153,-0.0153,0.0113,-0.0113
1.335,1.24,1.43,0.4376,0.0071,-0.0071,0.0143,-0.0143,0.0117,-0.0117
1.525,1.43,1.62,0.4885,0.0077,-0.0077,0.0052,-0.0052,0.0106,-0.0106
1.715,1.62,1.81,0.465,0.0072,-0.0072,0.0031,-0.0031,0.0076,-0.0076
1.91,1.81,2.01,0.4416,0.0069,-0.0069,0.0033,-0.0033,0.0047,-0.0047
2.105,2.01,2.2,0.3932,0.0061,-0.0061,0.0064,-0.0064,0.0048,-0.0048
2.295,2.2,2.39,0.3481,0.0059,-0.0059,0.0053,-0.0053,0.0056,-0.0056
2.4850000000000003,2.39,2.58,0.2906,0.0055,-0.0055,0.0134,-0.0134,0.0062,-0.0062
2.675,2.58,2.77,0.2495,0.0051,-0.0051,0.0059,-0.0059,0.0067,-0.0067
2.865,2.77,2.96,0.2138,0.0045,-0.0045,0.0021,-0.0021,0.0068,-0.0068
3.0549999999999997,2.96,3.15,0.169,0.004,-0.004,0.001,-0.001,0.007,-0.007
3.245,3.15,3.34,0.1289,0.0036,-0.0036,0.0018,-0.0018,0.006,-0.006
3.4349999999999996,3.34,3.53,0.1091,0.0033,-0.0033,0.0038,-0.0038,0.0057,-0.0057
3.625,3.53,3.72,0.0825,0.0028,-0.0028,0.0048,-0.0048,0.0058,-0.0058
3.8200000000000003,3.72,3.92,0.0665,0.0028,-0.0028,0.0039,-0.0039,0.0049,-0.0049
4.015000000000001,3.92,4.11,0.0531,0.0021,-0.0021,0.0006,-0.0006,0.0044,-0.0044
4.205,4.11,4.3,0.0354,0.0018,-0.0018,0.0009,-0.0009,0.0034,-0.0034

