#: table_doi: 10.17182/hepdata.90831.v1/t290
#: name: table no 290
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_290.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.142,0.014,-0.014,0.011,-0.011,0.01,-0.01
0.23500000000000001,0.14,0.33,0.195,0.014,-0.014,0.011,-0.011,0.008,-0.008
0.43000000000000005,0.33,0.53,0.272,0.014,-0.014,0.008,-0.008,0.01,-0.01
0.625,0.53,0.72,0.364,0.017,-0.017,0.008,-0.008,0.013,-0.013
0.815,0.72,0.91,0.405,0.015,-0.015,0.015,-0.015,0.012,-0.012
1.0050000000000001,0.91,1.1,0.432,0.018,-0.018,0.024,-0.024,0.012,-0.012
1.195,1.1,1.29,0.421,0.015,-0.015,0.01,-0.01,0.01,-0.01
1.385,1.29,1.48,0.396,0.014,-0.014,0.008,-0.008,0.01,-0.01
1.575,1.48,1.67,0.416,0.014,-0.014,0.007,-0.007,0.008,-0.008
1.7650000000000001,1.67,1.86,0.357,0.012,-0.012,0.023,-0.023,0.014,-0.014
2.1,1.86,2.34,0.265,0.0088,-0.0088,0.0032,-0.0032,0.0059,-0.0059
2.5300000000000002,2.34,2.72,0.1669,0.0072,-0.0072,0.004,-0.004,0.0084,-0.0084
2.91,2.72,3.1,0.1489,0.0063,-0.0063,0.01,-0.01,0.0054,-0.0054
3.295,3.1,3.49,0.094,0.0052,-0.0052,0.0014,-0.0014,0.0054,-0.0054
3.68,3.49,3.87,0.067,0.0047,-0.0047,0.0036,-0.0036,0.0045,-0.0045
4.105,3.87,4.34,0.0355,0.0031,-0.0031,0.0022,-0.0022,0.0049,-0.0049
4.58,4.34,4.82,0.0213,0.0023,-0.0023,0.003,-0.003,0.0049,-0.0049
5.0600000000000005,4.82,5.3,0.0113,0.0017,-0.0017,0.0016,-0.0016,0.0057,-0.0057
5.54,5.3,5.78,0.0087,0.0015,-0.0015,0.0009,-0.0009,0.0075,-0.0075

