#: table_doi: 10.17182/hepdata.90831.v1/t174
#: name: table no 174
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_174.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0465,0.0012,-0.0012,0.0404,-0.0404,0.0095,-0.0095
0.6000000000000001,0.55,0.65,0.2788,0.0032,-0.0032,0.0377,-0.0377,0.0095,-0.0095
0.7,0.65,0.75,0.6488,0.0044,-0.0044,0.0399,-0.0399,0.0103,-0.0103
0.8,0.75,0.85,1.1758,0.0056,-0.0056,0.0596,-0.0596,0.0124,-0.0124
0.8999999999999999,0.85,0.95,1.6369,0.0058,-0.0058,0.0797,-0.0797,0.0152,-0.0152
1.0,0.95,1.05,1.7516,0.0058,-0.0058,0.0849,-0.0849,0.0159,-0.0159
1.1,1.05,1.15,1.481,0.005,-0.005,0.072,-0.072,0.014,-0.014
1.2,1.15,1.25,1.0483,0.0043,-0.0043,0.0506,-0.0506,0.0098,-0.0098
1.3,1.25,1.35,0.6799,0.0035,-0.0035,0.0326,-0.0326,0.0073,-0.0073
1.4,1.35,1.45,0.4193,0.0026,-0.0026,0.0199,-0.0199,0.0064,-0.0064
1.5,1.45,1.55,0.261,0.002,-0.002,0.012,-0.012,0.006,-0.006
1.6,1.55,1.65,0.168,0.0016,-0.0016,0.0079,-0.0079,0.0047,-0.0047
1.7,1.65,1.75,0.1092,0.0012,-0.0012,0.0052,-0.0052,0.0038,-0.0038
1.8,1.75,1.85,0.076,0.001,-0.001,0.004,-0.004,0.003,-0.003
1.9,1.85,1.95,0.0511,0.0008,-0.0008,0.0027,-0.0027,0.0022,-0.0022
2.0,1.95,2.05,0.0368,0.0007,-0.0007,0.0022,-0.0022,0.0017,-0.0017
2.0999999999999996,2.05,2.15,0.02992,0.00071,-0.00071,0.00187,-0.00187,0.00134,-0.00134
2.2,2.15,2.25,0.0205,0.00049,-0.00049,0.00147,-0.00147,0.00103,-0.00103
2.3,2.25,2.35,0.01622,0.00046,-0.00046,0.00115,-0.00115,0.00078,-0.00078
2.4000000000000004,2.35,2.45,0.01191,0.00036,-0.00036,0.00093,-0.00093,0.00065,-0.00065
2.5,2.45,2.55,0.00871,0.00031,-0.00031,0.00074,-0.00074,0.00061,-0.00061
2.5999999999999996,2.55,2.65,0.00691,0.00031,-0.00031,0.00069,-0.00069,0.00063,-0.00063
2.7,2.65,2.75,0.00501,0.00022,-0.00022,0.00066,-0.00066,0.00054,-0.00054
2.8,2.75,2.85,0.00461,0.00029,-0.00029,0.00064,-0.00064,0.00047,-0.00047
2.9000000000000004,2.85,2.95,0.00399,0.00023,-0.00023,0.00056,-0.00056,0.00037,-0.00037

