#: table_doi: 10.17182/hepdata.90831.v1/t194
#: name: table no 194
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_194.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.019,0.003,-0.003,0.01,-0.01,0.006,-0.006
0.6000000000000001,0.55,0.65,0.1374,0.0089,-0.0089,0.0133,-0.0133,0.0069,-0.0069
0.7,0.65,0.75,0.295,0.013,-0.013,0.021,-0.021,0.009,-0.009
0.8,0.75,0.85,0.574,0.016,-0.016,0.033,-0.033,0.011,-0.011
0.8999999999999999,0.85,0.95,0.897,0.019,-0.019,0.046,-0.046,0.014,-0.014
1.0,0.95,1.05,1.0,0.019,-0.019,0.048,-0.048,0.014,-0.014
1.1,1.05,1.15,1.013,0.019,-0.019,0.045,-0.045,0.013,-0.013
1.2,1.15,1.25,0.949,0.017,-0.017,0.04,-0.04,0.011,-0.011
1.3,1.25,1.35,0.817,0.016,-0.016,0.033,-0.033,0.009,-0.009
1.4,1.35,1.45,0.676,0.015,-0.015,0.027,-0.027,0.008,-0.008
1.5,1.45,1.55,0.511,0.012,-0.012,0.021,-0.021,0.007,-0.007
1.6,1.55,1.65,0.41,0.011,-0.011,0.016,-0.016,0.007,-0.007
1.7,1.65,1.75,0.364,0.0097,-0.0097,0.0142,-0.0142,0.0071,-0.0071
1.8,1.75,1.85,0.2877,0.0087,-0.0087,0.012,-0.012,0.0061,-0.0061
1.9,1.85,1.95,0.2227,0.0072,-0.0072,0.0112,-0.0112,0.0053,-0.0053
2.0,1.95,2.05,0.205,0.0069,-0.0069,0.0106,-0.0106,0.0048,-0.0048
2.0999999999999996,2.05,2.15,0.1665,0.0066,-0.0066,0.0094,-0.0094,0.0044,-0.0044
2.2,2.15,2.25,0.1369,0.0058,-0.0058,0.0087,-0.0087,0.0038,-0.0038
2.3,2.25,2.35,0.119,0.005,-0.005,0.009,-0.009,0.003,-0.003
2.4000000000000004,2.35,2.45,0.1079,0.0044,-0.0044,0.0087,-0.0087,0.0032,-0.0032
2.5,2.45,2.55,0.0966,0.0041,-0.0041,0.0078,-0.0078,0.0037,-0.0037
2.5999999999999996,2.55,2.65,0.0897,0.0033,-0.0033,0.0072,-0.0072,0.004,-0.004
2.7,2.65,2.75,0.091,0.004,-0.004,0.008,-0.008,0.005,-0.005
2.8,2.75,2.85,0.068,0.0028,-0.0028,0.0071,-0.0071,0.0041,-0.0041
2.9000000000000004,2.85,2.95,0.0537,0.0035,-0.0035,0.0064,-0.0064,0.0039,-0.0039

