#: table_doi: 10.17182/hepdata.90831.v1/t355
#: name: table no 355
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_355.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0,0,0.000353,-0.000353,0.001361,-0.001361
0.6000000000000001,0.55,0.65,0.0155,0.0083,-0.0083,0.0029,-0.0029,0.0029,-0.0029
0.7,0.65,0.75,0.0279,0.0079,-0.0079,0.0104,-0.0104,0.0066,-0.0066
0.8,0.75,0.85,0.15,0.022,-0.022,0.023,-0.023,0.011,-0.011
0.8999999999999999,0.85,0.95,0.405,0.034,-0.034,0.044,-0.044,0.017,-0.017
1.0,0.95,1.05,0.715,0.046,-0.046,0.027,-0.027,0.021,-0.021
1.1,1.05,1.15,0.898,0.045,-0.045,0.037,-0.037,0.027,-0.027
1.2,1.15,1.25,0.906,0.045,-0.045,0.021,-0.021,0.034,-0.034
1.3,1.25,1.35,0.933,0.045,-0.045,0.045,-0.045,0.043,-0.043
1.4,1.35,1.45,0.911,0.041,-0.041,0.028,-0.028,0.042,-0.042
1.5,1.45,1.55,0.658,0.029,-0.029,0.011,-0.011,0.037,-0.037
1.6,1.55,1.65,0.524,0.028,-0.028,0.047,-0.047,0.028,-0.028
1.7,1.65,1.75,0.495,0.025,-0.025,0.03,-0.03,0.025,-0.025
1.8,1.75,1.85,0.421,0.023,-0.023,0.022,-0.022,0.024,-0.024
1.9,1.85,1.95,0.308,0.019,-0.019,0.084,-0.084,0.025,-0.025
2.0,1.95,2.05,0.333,0.026,-0.026,0.017,-0.017,0.024,-0.024
2.0999999999999996,2.05,2.15,0.221,0.016,-0.016,0.028,-0.028,0.022,-0.022
2.2,2.15,2.25,0.229,0.019,-0.019,0.02,-0.02,0.02,-0.02
2.3,2.25,2.35,0.265,0.023,-0.023,0.003,-0.003,0.02,-0.02
2.4000000000000004,2.35,2.45,0.195,0.017,-0.017,0.035,-0.035,0.02,-0.02
2.5,2.45,2.55,0.123,0.012,-0.012,0.017,-0.017,0.018,-0.018
2.5999999999999996,2.55,2.65,0.127,0.015,-0.015,0.006,-0.006,0.015,-0.015
2.7,2.65,2.75,0.098,0.012,-0.012,0.008,-0.008,0.015,-0.015
2.8,2.75,2.85,0.0945,0.0096,-0.0096,0.022,-0.022,0.0153,-0.0153
2.9000000000000004,2.85,2.95,0.12,0.015,-0.015,0.005,-0.005,0.015,-0.015

