#: table_doi: 10.17182/hepdata.90831.v1/t135
#: name: table no 135
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_135.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.4345,0.0036,-0.0036,0.0188,-0.0188,0.0188,-0.0188
0.23500000000000001,0.14,0.33,0.4865,0.0032,-0.0032,0.0118,-0.0118,0.0129,-0.0129
0.43000000000000005,0.33,0.53,0.54,0.003,-0.003,0.007,-0.007,0.01,-0.01
0.625,0.53,0.72,0.543,0.0028,-0.0028,0.0042,-0.0042,0.0073,-0.0073
0.815,0.72,0.91,0.502,0.0026,-0.0026,0.0027,-0.0027,0.0046,-0.0046
1.0050000000000001,0.91,1.1,0.4491,0.0025,-0.0025,0.0028,-0.0028,0.0028,-0.0028
1.195,1.1,1.29,0.398,0.0022,-0.0022,0.0029,-0.0029,0.0023,-0.0023
1.385,1.29,1.48,0.3439,0.0021,-0.0021,0.0031,-0.0031,0.0028,-0.0028
1.575,1.48,1.67,0.2928,0.0019,-0.0019,0.0036,-0.0036,0.0041,-0.0041
1.7650000000000001,1.67,1.86,0.244,0.0016,-0.0016,0.0041,-0.0041,0.0057,-0.0057
2.1,1.86,2.34,0.1755,0.0012,-0.0012,0.0017,-0.0017,0.0029,-0.0029
2.5300000000000002,2.34,2.72,0.11317,0.00094,-0.00094,0.00145,-0.00145,0.00355,-0.00355
2.91,2.72,3.1,0.07565,0.00086,-0.00086,0.00075,-0.00075,0.00306,-0.00306
3.295,3.1,3.49,0.04763,0.00066,-0.00066,0.00026,-0.00026,0.0023,-0.0023
3.68,3.49,3.87,0.031,0.0005,-0.0005,0.0002,-0.0002,0.0018,-0.0018
4.105,3.87,4.34,0.02012,0.00039,-0.00039,0.00019,-0.00019,0.00109,-0.00109
4.58,4.34,4.82,0.01215,0.00029,-0.00029,0.00025,-0.00025,0.00079,-0.00079
5.0600000000000005,4.82,5.3,0.00736,0.00025,-0.00025,0.00025,-0.00025,0.00055,-0.00055
5.54,5.3,5.78,0.00415,0.00017,-0.00017,0.00026,-0.00026,0.00037,-0.00037

