#: table_doi: 10.17182/hepdata.90831.v1/t507
#: name: table no 507
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_507.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.134,0.012,-0.012,0.093,-0.093,0.02,-0.02
0.6000000000000001,0.55,0.65,0.538,0.024,-0.024,0.017,-0.017,0.022,-0.022
0.7,0.65,0.75,1.044,0.033,-0.033,0.096,-0.096,0.023,-0.023
0.8,0.75,0.85,1.326,0.032,-0.032,0.101,-0.101,0.02,-0.02
0.8999999999999999,0.85,0.95,1.423,0.032,-0.032,0.073,-0.073,0.019,-0.019
1.0,0.95,1.05,1.269,0.029,-0.029,0.037,-0.037,0.021,-0.021
1.1,1.05,1.15,1.015,0.025,-0.025,0.04,-0.04,0.023,-0.023
1.2,1.15,1.25,0.743,0.021,-0.021,0.031,-0.031,0.017,-0.017
1.3,1.25,1.35,0.59,0.02,-0.02,0.02,-0.02,0.02,-0.02
1.4,1.35,1.45,0.41,0.015,-0.015,0.018,-0.018,0.012,-0.012
1.5,1.45,1.55,0.308,0.012,-0.012,0.014,-0.014,0.013,-0.013
1.6,1.55,1.65,0.223,0.011,-0.011,0.008,-0.008,0.011,-0.011
1.7,1.65,1.75,0.1737,0.0097,-0.0097,0.0161,-0.0161,0.0097,-0.0097
1.8,1.75,1.85,0.1325,0.0074,-0.0074,0.0054,-0.0054,0.0079,-0.0079
1.9,1.85,1.95,0.085,0.0062,-0.0062,0.0246,-0.0246,0.0076,-0.0076
2.0,1.95,2.05,0.092,0.009,-0.009,0.004,-0.004,0.006,-0.006
2.0999999999999996,2.05,2.15,0.0528,0.0047,-0.0047,0.0027,-0.0027,0.0061,-0.0061
2.2,2.15,2.25,0.0526,0.0061,-0.0061,0.004,-0.004,0.0083,-0.0083
2.3,2.25,2.35,0.0582,0.0094,-0.0094,0.0092,-0.0092,0.0087,-0.0087
2.4000000000000004,2.35,2.45,0.0316,0.0066,-0.0066,0.001,-0.001,0.0079,-0.0079
2.5,2.45,2.55,0.03,0.004,-0.004,0.001,-0.001,0.006,-0.006
2.5999999999999996,2.55,2.65,0.0227,0.0029,-0.0029,0.0099,-0.0099,0.0079,-0.0079
2.7,2.65,2.75,0.0296,0.0053,-0.0053,0.0014,-0.0014,0.0088,-0.0088
2.8,2.75,2.85,0.0349,0.0055,-0.0055,0.001,-0.001,0.0088,-0.0088
2.9000000000000004,2.85,2.95,0.0237,0.0049,-0.0049,0.0017,-0.0017,0.0055,-0.0055

