#: table_doi: 10.17182/hepdata.90831.v1/t376
#: name: table no 376
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_376.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8722,0.0027,-0.0027,0.0361,-0.0361,0.0035,-0.0035
0.6000000000000001,0.55,0.65,1.4785,0.0036,-0.0036,0.0314,-0.0314,0.0032,-0.0032
0.7,0.65,0.75,1.1962,0.0034,-0.0034,0.0191,-0.0191,0.003,-0.003
0.8,0.75,0.85,0.9617,0.0032,-0.0032,0.0113,-0.0113,0.0017,-0.0017
0.8999999999999999,0.85,0.95,0.7866,0.0028,-0.0028,0.0071,-0.0071,0.0012,-0.0012
1.0,0.95,1.05,0.6451,0.0027,-0.0027,0.005,-0.005,0.0011,-0.0011
1.1,1.05,1.15,0.5417,0.0025,-0.0025,0.0039,-0.0039,0.001,-0.001
1.2,1.15,1.25,0.4523,0.0024,-0.0024,0.0045,-0.0045,0.0011,-0.0011
1.3,1.25,1.35,0.3757,0.0023,-0.0023,0.0028,-0.0028,0.0009,-0.0009
1.4,1.35,1.45,0.316,0.002,-0.002,0.005,-0.005,0.001,-0.001
1.5,1.45,1.55,0.273,0.002,-0.002,0.003,-0.003,0.001,-0.001
1.6,1.55,1.65,0.2263,0.0018,-0.0018,0.0043,-0.0043,0.0009,-0.0009
1.7,1.65,1.75,0.1986,0.0017,-0.0017,0.0052,-0.0052,0.0008,-0.0008
1.8,1.75,1.85,0.1669,0.0015,-0.0015,0.0027,-0.0027,0.001,-0.001
1.9,1.85,1.95,0.1418,0.0015,-0.0015,0.0046,-0.0046,0.0007,-0.0007
