#: table_doi: 10.17182/hepdata.90831.v1/t512
#: name: table no 512
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmax region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_512.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.05,0.003,-0.003,0.026,-0.026,0.01,-0.01
0.6000000000000001,0.55,0.65,0.2699,0.0068,-0.0068,0.055,-0.055,0.0102,-0.0102
0.7,0.65,0.75,0.5759,0.0092,-0.0092,0.1066,-0.1066,0.01,-0.01
0.8,0.75,0.85,0.899,0.011,-0.011,0.08,-0.08,0.009,-0.009
0.8999999999999999,0.85,0.95,1.122,0.011,-0.011,0.032,-0.032,0.01,-0.01
1.0,0.95,1.05,1.172,0.011,-0.011,0.046,-0.046,0.01,-0.01
1.1,1.05,1.15,1.08,0.01,-0.01,0.04,-0.04,0.01,-0.01
1.2,1.15,1.25,0.874,0.009,-0.009,0.054,-0.054,0.006,-0.006
1.3,1.25,1.35,0.703,0.008,-0.008,0.036,-0.036,0.005,-0.005
1.4,1.35,1.45,0.5546,0.0067,-0.0067,0.036,-0.036,0.0035,-0.0035
1.5,1.45,1.55,0.4338,0.0061,-0.0061,0.0262,-0.0262,0.0031,-0.0031
1.6,1.55,1.65,0.333,0.005,-0.005,0.014,-0.014,0.003,-0.003
1.7,1.65,1.75,0.2673,0.0048,-0.0048,0.0098,-0.0098,0.0033,-0.0033
1.8,1.75,1.85,0.2194,0.0041,-0.0041,0.0077,-0.0077,0.003,-0.003
1.9,1.85,1.95,0.1771,0.0038,-0.0038,0.0066,-0.0066,0.0029,-0.0029
2.0,1.95,2.05,0.1544,0.0032,-0.0032,0.0076,-0.0076,0.0032,-0.0032
2.0999999999999996,2.05,2.15,0.1292,0.0031,-0.0031,0.006,-0.006,0.0024,-0.0024
2.2,2.15,2.25,0.1041,0.0027,-0.0027,0.0036,-0.0036,0.0022,-0.0022
2.3,2.25,2.35,0.0911,0.0026,-0.0026,0.0039,-0.0039,0.0025,-0.0025
2.4000000000000004,2.35,2.45,0.0827,0.0025,-0.0025,0.0074,-0.0074,0.0031,-0.0031
2.5,2.45,2.55,0.071,0.0024,-0.0024,0.0019,-0.0019,0.0031,-0.0031
2.5999999999999996,2.55,2.65,0.0615,0.0021,-0.0021,0.003,-0.003,0.0022,-0.0022
2.7,2.65,2.75,0.0526,0.0019,-0.0019,0.0024,-0.0024,0.0017,-0.0017
2.8,2.75,2.85,0.0481,0.0019,-0.0019,0.0048,-0.0048,0.0017,-0.0017
2.9000000000000004,2.85,2.95,0.0434,0.0016,-0.0016,0.0021,-0.0021,0.0018,-0.0018

