#: table_doi: 10.17182/hepdata.90831.v1/t246
#: name: table no 246
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_246.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0775,0.0025,-0.0025,0.0028,-0.0028,0.0073,-0.0073
0.095,0.05,0.14,0.1802,0.0036,-0.0036,0.0036,-0.0036,0.0084,-0.0084
0.19,0.14,0.24,0.2949,0.0037,-0.0037,0.0067,-0.0067,0.0118,-0.0118
0.28500000000000003,0.24,0.33,0.4075,0.0039,-0.0039,0.0074,-0.0074,0.0146,-0.0146
0.38,0.33,0.43,0.4895,0.0038,-0.0038,0.0048,-0.0048,0.0155,-0.0155
0.48,0.43,0.53,0.5482,0.0038,-0.0038,0.0064,-0.0064,0.0155,-0.0155
0.575,0.53,0.62,0.5874,0.0037,-0.0037,0.0075,-0.0075,0.0135,-0.0135
0.6699999999999999,0.62,0.72,0.6154,0.0036,-0.0036,0.0041,-0.0041,0.0122,-0.0122
0.765,0.72,0.81,0.618,0.0035,-0.0035,0.0072,-0.0072,0.0103,-0.0103
0.8600000000000001,0.81,0.91,0.6115,0.0034,-0.0034,0.0035,-0.0035,0.0087,-0.0087
0.9550000000000001,0.91,1.0,0.5937,0.0033,-0.0033,0.0046,-0.0046,0.0068,-0.0068
1.05,1.0,1.1,0.578,0.003,-0.003,0.008,-0.008,0.004,-0.004
1.145,1.1,1.19,0.5426,0.0029,-0.0029,0.006,-0.006,0.0027,-0.0027
1.24,1.19,1.29,0.5023,0.0028,-0.0028,0.0027,-0.0027,0.0026,-0.0026
1.335,1.29,1.38,0.4605,0.0026,-0.0026,0.0053,-0.0053,0.0033,-0.0033
1.43,1.38,1.48,0.4299,0.0025,-0.0025,0.0073,-0.0073,0.0046,-0.0046
1.53,1.48,1.58,0.3854,0.0023,-0.0023,0.0034,-0.0034,0.0051,-0.0051
1.625,1.58,1.67,0.3465,0.0022,-0.0022,0.0016,-0.0016,0.0057,-0.0057
1.72,1.67,1.77,0.3117,0.0021,-0.0021,0.0053,-0.0053,0.0063,-0.0063
1.815,1.77,1.86,0.2682,0.0019,-0.0019,0.0036,-0.0036,0.007,-0.007
1.9100000000000001,1.86,1.96,0.2413,0.0018,-0.0018,0.0034,-0.0034,0.0071,-0.0071
2.005,1.96,2.05,0.2064,0.0016,-0.0016,0.0048,-0.0048,0.007,-0.007
2.0999999999999996,2.05,2.15,0.18,0.0015,-0.0015,0.0047,-0.0047,0.0069,-0.0069
2.1950000000000003,2.15,2.24,0.1545,0.0014,-0.0014,0.0024,-0.0024,0.0071,-0.0071
2.29,2.24,2.34,0.1332,0.0012,-0.0012,0.0041,-0.0041,0.0068,-0.0068
2.3899999999999997,2.34,2.44,0.1136,0.0011,-0.0011,0.0022,-0.0022,0.0067,-0.0067
2.485,2.44,2.53,0.0972,0.0011,-0.0011,0.001,-0.001,0.0064,-0.0064
2.58,2.53,2.63,0.0836,0.0011,-0.0011,0.0021,-0.0021,0.0076,-0.0076
2.7249999999999996,2.63,2.82,0.06487,0.00088,-0.00088,0.00132,-0.00132,0.00401,-0.00401
2.915,2.82,3.01,0.04391,0.00068,-0.00068,0.00138,-0.00138,0.00398,-0.00398
3.105,3.01,3.2,0.03195,0.00058,-0.00058,0.00099,-0.00099,0.00307,-0.00307
3.295,3.2,3.39,0.02129,0.00045,-0.00045,0.00092,-0.00092,0.00222,-0.00222
3.4850000000000003,3.39,3.58,0.01548,0.00043,-0.00043,0.00113,-0.00113,0.00174,-0.00174
3.725,3.58,3.87,0.00944,0.00031,-0.00031,0.00088,-0.00088,0.00111,-0.00111
4.105,3.87,4.34,0.0044,0.0002,-0.0002,0.0003,-0.0003,0.0006,-0.0006

