#: table_doi: 10.17182/hepdata.90831.v1/t113
#: name: table no 113
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmax region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_113.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0555,0.0024,-0.0024,0.0067,-0.0067,0.0076,-0.0076
0.195,0.1,0.29,0.2004,0.0044,-0.0044,0.0069,-0.0069,0.0088,-0.0088
0.385,0.29,0.48,0.3102,0.0049,-0.0049,0.0068,-0.0068,0.0103,-0.0103
0.575,0.48,0.67,0.404,0.005,-0.005,0.007,-0.007,0.011,-0.011
0.765,0.67,0.86,0.4475,0.0049,-0.0049,0.0062,-0.0062,0.0099,-0.0099
0.9550000000000001,0.86,1.05,0.4714,0.0049,-0.0049,0.0059,-0.0059,0.0085,-0.0085
1.145,1.05,1.24,0.476,0.0045,-0.0045,0.0058,-0.0058,0.0067,-0.0067
1.335,1.24,1.43,0.4558,0.0044,-0.0044,0.0056,-0.0056,0.005,-0.005
1.525,1.43,1.62,0.405,0.004,-0.004,0.005,-0.005,0.004,-0.004
1.715,1.62,1.81,0.3576,0.0036,-0.0036,0.0041,-0.0041,0.0041,-0.0041
1.91,1.81,2.01,0.3082,0.0034,-0.0034,0.0034,-0.0034,0.0045,-0.0045
2.105,2.01,2.2,0.261,0.003,-0.003,0.003,-0.003,0.005,-0.005
2.295,2.2,2.39,0.2203,0.0027,-0.0027,0.0027,-0.0027,0.0049,-0.0049
2.4850000000000003,2.39,2.58,0.1781,0.0026,-0.0026,0.0024,-0.0024,0.005,-0.005
2.675,2.58,2.77,0.1446,0.0023,-0.0023,0.0022,-0.0022,0.0051,-0.0051
2.865,2.77,2.96,0.118,0.002,-0.002,0.002,-0.002,0.005,-0.005
3.0549999999999997,2.96,3.15,0.0929,0.0017,-0.0017,0.0021,-0.0021,0.0045,-0.0045
3.245,3.15,3.34,0.0717,0.0016,-0.0016,0.002,-0.002,0.0039,-0.0039
3.4349999999999996,3.34,3.53,0.0596,0.0014,-0.0014,0.002,-0.002,0.0036,-0.0036
3.625,3.53,3.72,0.0463,0.0012,-0.0012,0.002,-0.002,0.0032,-0.0032
3.8200000000000003,3.72,3.92,0.0366,0.0011,-0.0011,0.0019,-0.0019,0.0029,-0.0029
4.015000000000001,3.92,4.11,0.02791,0.00093,-0.00093,0.00178,-0.00178,0.00243,-0.00243
4.205,4.11,4.3,0.02103,0.00091,-0.00091,0.00168,-0.00168,0.00204,-0.00204

