#: table_doi: 10.17182/hepdata.90831.v1/t444
#: name: table no 444
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_444.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0061,0.0024,-0.0024,0.0008,-0.0008,0.0022,-0.0022
0.095,0.05,0.14,0.006,0.0018,-0.0018,0.0022,-0.0022,0.002,-0.002
0.19,0.14,0.24,0.0101,0.0033,-0.0033,0.0005,-0.0005,0.0025,-0.0025
0.28500000000000003,0.24,0.33,0.029,0.0069,-0.0069,0.0036,-0.0036,0.0024,-0.0024
0.38,0.33,0.43,0.0227,0.0042,-0.0042,0.0017,-0.0017,0.0027,-0.0027
0.48,0.43,0.53,0.0222,0.0045,-0.0045,0.0021,-0.0021,0.003,-0.003
0.575,0.53,0.62,0.0295,0.0051,-0.0051,0.0028,-0.0028,0.0028,-0.0028
0.6699999999999999,0.62,0.72,0.046,0.005,-0.005,0.006,-0.006,0.005,-0.005
0.765,0.72,0.81,0.0808,0.0073,-0.0073,0.0061,-0.0061,0.0071,-0.0071
0.8600000000000001,0.81,0.91,0.1068,0.0081,-0.0081,0.0066,-0.0066,0.0097,-0.0097
0.9550000000000001,0.91,1.0,0.1395,0.0089,-0.0089,0.0098,-0.0098,0.0103,-0.0103
1.05,1.0,1.1,0.17,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.145,1.1,1.19,0.1849,0.0092,-0.0092,0.0113,-0.0113,0.0093,-0.0093
1.24,1.19,1.29,0.22,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.335,1.29,1.38,0.27,0.012,-0.012,0.019,-0.019,0.01,-0.01
1.43,1.38,1.48,0.271,0.011,-0.011,0.017,-0.017,0.01,-0.01
1.53,1.48,1.58,0.31,0.012,-0.012,0.019,-0.019,0.011,-0.011
1.625,1.58,1.67,0.32,0.011,-0.011,0.02,-0.02,0.012,-0.012
1.72,1.67,1.77,0.361,0.013,-0.013,0.022,-0.022,0.015,-0.015
1.815,1.77,1.86,0.376,0.012,-0.012,0.022,-0.022,0.014,-0.014
1.9100000000000001,1.86,1.96,0.424,0.013,-0.013,0.03,-0.03,0.014,-0.014
2.005,1.96,2.05,0.403,0.014,-0.014,0.024,-0.024,0.011,-0.011
2.0999999999999996,2.05,2.15,0.443,0.014,-0.014,0.028,-0.028,0.013,-0.013
2.1950000000000003,2.15,2.24,0.397,0.012,-0.012,0.025,-0.025,0.01,-0.01
2.29,2.24,2.34,0.396,0.012,-0.012,0.024,-0.024,0.009,-0.009
2.3899999999999997,2.34,2.44,0.379,0.012,-0.012,0.024,-0.024,0.006,-0.006
2.485,2.44,2.53,0.393,0.013,-0.013,0.027,-0.027,0.008,-0.008
2.58,2.53,2.63,0.368,0.012,-0.012,0.024,-0.024,0.009,-0.009
2.7249999999999996,2.63,2.82,0.337,0.011,-0.011,0.022,-0.022,0.005,-0.005
2.915,2.82,3.01,0.3162,0.0098,-0.0098,0.0207,-0.0207,0.0054,-0.0054
3.105,3.01,3.2,0.2965,0.0095,-0.0095,0.019,-0.019,0.0052,-0.0052
3.295,3.2,3.39,0.2501,0.0091,-0.0091,0.0161,-0.0161,0.0074,-0.0074
3.4850000000000003,3.39,3.58,0.2076,0.0073,-0.0073,0.0131,-0.0131,0.01,-0.01
3.725,3.58,3.87,0.1452,0.0066,-0.0066,0.0101,-0.0101,0.0084,-0.0084
4.105,3.87,4.34,0.1027,0.0046,-0.0046,0.0072,-0.0072,0.0046,-0.0046

