#: table_doi: 10.17182/hepdata.90831.v1/t499
#: name: table no 499
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_499.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.025,0.005,-0.005,0.015,-0.015,0.004,-0.004
0.6000000000000001,0.55,0.65,0.123,0.011,-0.011,0.005,-0.005,0.007,-0.007
0.7,0.65,0.75,0.362,0.017,-0.017,0.043,-0.043,0.007,-0.007
0.8,0.75,0.85,0.684,0.024,-0.024,0.064,-0.064,0.008,-0.008
0.8999999999999999,0.85,0.95,1.082,0.026,-0.026,0.037,-0.037,0.01,-0.01
1.0,0.95,1.05,1.37,0.03,-0.03,0.04,-0.04,0.01,-0.01
1.1,1.05,1.15,1.238,0.026,-0.026,0.024,-0.024,0.018,-0.018
1.2,1.15,1.25,1.019,0.024,-0.024,0.023,-0.023,0.016,-0.016
1.3,1.25,1.35,0.794,0.021,-0.021,0.018,-0.018,0.012,-0.012
1.4,1.35,1.45,0.557,0.017,-0.017,0.031,-0.031,0.009,-0.009
1.5,1.45,1.55,0.405,0.012,-0.012,0.015,-0.015,0.009,-0.009
1.6,1.55,1.65,0.303,0.011,-0.011,0.009,-0.009,0.009,-0.009
1.7,1.65,1.75,0.26,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.8,1.75,1.85,0.2182,0.0081,-0.0081,0.008,-0.008,0.0066,-0.0066
1.9,1.85,1.95,0.167,0.007,-0.007,0.009,-0.009,0.007,-0.007
2.0,1.95,2.05,0.1291,0.0063,-0.0063,0.0115,-0.0115,0.0075,-0.0075
2.0999999999999996,2.05,2.15,0.1159,0.0063,-0.0063,0.0055,-0.0055,0.008,-0.008
2.2,2.15,2.25,0.104,0.0054,-0.0054,0.0058,-0.0058,0.0076,-0.0076
2.3,2.25,2.35,0.0877,0.0045,-0.0045,0.0046,-0.0046,0.0069,-0.0069
2.4000000000000004,2.35,2.45,0.0817,0.0041,-0.0041,0.0032,-0.0032,0.0063,-0.0063
2.5,2.45,2.55,0.085,0.004,-0.004,0.003,-0.003,0.006,-0.006
2.5999999999999996,2.55,2.65,0.0706,0.0041,-0.0041,0.0023,-0.0023,0.0058,-0.0058
2.7,2.65,2.75,0.068,0.004,-0.004,0.002,-0.002,0.006,-0.006
2.8,2.75,2.85,0.0508,0.0042,-0.0042,0.0042,-0.0042,0.0053,-0.0053
2.9000000000000004,2.85,2.95,0.0537,0.0038,-0.0038,0.0026,-0.0026,0.0055,-0.0055

