#: table_doi: 10.17182/hepdata.90831.v1/t386
#: name: table no 386
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_386.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.946,0.0095,-0.0095,0.0381,-0.0381,0.0041,-0.0041
0.6000000000000001,0.55,0.65,1.596,0.012,-0.012,0.049,-0.049,0.004,-0.004
0.7,0.65,0.75,1.264,0.011,-0.011,0.019,-0.019,0.004,-0.004
0.8,0.75,0.85,1.033,0.011,-0.011,0.021,-0.021,0.004,-0.004
0.8999999999999999,0.85,0.95,0.8277,0.0098,-0.0098,0.0122,-0.0122,0.0041,-0.0041
1.0,0.95,1.05,0.6791,0.0097,-0.0097,0.0099,-0.0099,0.0046,-0.0046
1.1,1.05,1.15,0.5439,0.0086,-0.0086,0.0103,-0.0103,0.0034,-0.0034
1.2,1.15,1.25,0.437,0.008,-0.008,0.012,-0.012,0.003,-0.003
1.3,1.25,1.35,0.3679,0.0076,-0.0076,0.0075,-0.0075,0.0022,-0.0022
1.4,1.35,1.45,0.3047,0.0069,-0.0069,0.009,-0.009,0.0024,-0.0024
1.5,1.45,1.55,0.2441,0.0065,-0.0065,0.004,-0.004,0.0028,-0.0028
1.6,1.55,1.65,0.2151,0.0061,-0.0061,0.0051,-0.0051,0.0036,-0.0036
1.7,1.65,1.75,0.189,0.006,-0.006,0.01,-0.01,0.004,-0.004
1.8,1.75,1.85,0.1482,0.0052,-0.0052,0.0056,-0.0056,0.0049,-0.0049
