#: table_doi: 10.17182/hepdata.90831.v1/t226
#: name: table no 226
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_226.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.874,0.012,-0.012,0.015,-0.015,0.008,-0.008
0.6000000000000001,0.55,0.65,1.447,0.015,-0.015,0.023,-0.023,0.008,-0.008
0.7,0.65,0.75,1.213,0.014,-0.014,0.024,-0.024,0.008,-0.008
0.8,0.75,0.85,1.003,0.014,-0.014,0.017,-0.017,0.007,-0.007
0.8999999999999999,0.85,0.95,0.838,0.013,-0.013,0.019,-0.019,0.005,-0.005
1.0,0.95,1.05,0.661,0.012,-0.012,0.011,-0.011,0.005,-0.005
1.1,1.05,1.15,0.576,0.011,-0.011,0.008,-0.008,0.004,-0.004
1.2,1.15,1.25,0.493,0.011,-0.011,0.009,-0.009,0.005,-0.005
1.3,1.25,1.35,0.3707,0.0099,-0.0099,0.0065,-0.0065,0.0045,-0.0045
1.4,1.35,1.45,0.35,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.5,1.45,1.55,0.2906,0.0097,-0.0097,0.0077,-0.0077,0.0052,-0.0052
1.6,1.55,1.65,0.2356,0.0086,-0.0086,0.0033,-0.0033,0.0051,-0.0051
1.7,1.65,1.75,0.212,0.008,-0.008,0.003,-0.003,0.004,-0.004
1.8,1.75,1.85,0.1764,0.0073,-0.0073,0.0071,-0.0071,0.0034,-0.0034
1.9,1.85,1.95,0.1401,0.0068,-0.0068,0.0022,-0.0022,0.004,-0.004
2.0,1.95,2.05,0.1382,0.0063,-0.0063,0.0032,-0.0032,0.004,-0.004
2.0999999999999996,2.05,2.15,0.1168,0.0061,-0.0061,0.0043,-0.0043,0.0028,-0.0028
2.2,2.15,2.25,0.0913,0.0056,-0.0056,0.0047,-0.0047,0.0023,-0.0023
2.3,2.25,2.35,0.08,0.005,-0.005,0.003,-0.003,0.002,-0.002
2.4000000000000004,2.35,2.45,0.0783,0.0051,-0.0051,0.0047,-0.0047,0.0021,-0.0021
2.5,2.45,2.55,0.0565,0.0042,-0.0042,0.0032,-0.0032,0.0022,-0.0022
2.5999999999999996,2.55,2.65,0.0492,0.0038,-0.0038,0.004,-0.004,0.0019,-0.0019
2.7,2.65,2.75,0.0564,0.0041,-0.0041,0.003,-0.003,0.0019,-0.0019
2.8,2.75,2.85,0.0392,0.0034,-0.0034,0.0006,-0.0006,0.002,-0.002
2.9000000000000004,2.85,2.95,0.0332,0.0029,-0.0029,0.0043,-0.0043,0.0018,-0.0018
3.0,2.95,3.05,0.0362,0.0032,-0.0032,0.003,-0.003,0.0015,-0.0015
3.0999999999999996,3.05,3.15,0.031,0.003,-0.003,0.002,-0.002,0.001,-0.001
3.2,3.15,3.25,0.0261,0.0022,-0.0022,0.0027,-0.0027,0.0012,-0.0012
3.3,3.25,3.35,0.0231,0.0024,-0.0024,0.001,-0.001,0.0011,-0.0011
3.4000000000000004,3.35,3.45,0.0211,0.0025,-0.0025,0.0005,-0.0005,0.0012,-0.0012
3.5,3.45,3.55,0.0223,0.0025,-0.0025,0.0013,-0.0013,0.001,-0.001
3.5999999999999996,3.55,3.65,0.0189,0.0021,-0.0021,0.0016,-0.0016,0.0011,-0.0011
3.7,3.65,3.75,0.0152,0.0017,-0.0017,0.0003,-0.0003,0.001,-0.001
3.8,3.75,3.85,0.0148,0.0017,-0.0017,0.002,-0.002,0.0012,-0.0012
3.9000000000000004,3.85,3.95,0.0132,0.0018,-0.0018,0.0006,-0.0006,0.001,-0.001
4.0,3.95,4.05,0.0131,0.0018,-0.0018,0.0012,-0.0012,0.001,-0.001
4.1,4.05,4.15,0.011,0.0012,-0.0012,0.0008,-0.0008,0.0007,-0.0007
4.2,4.15,4.25,0.0063,0.0013,-0.0013,0.001,-0.001,0.0007,-0.0007
4.3,4.25,4.35,0.00783,0.00087,-0.00087,0.00034,-0.00034,0.00069,-0.00069
4.4,4.35,4.45,0.006,0.001,-0.001,0.001,-0.001,0.001,-0.001
4.5,4.45,4.55,0.0096,0.0015,-0.0015,0.0003,-0.0003,0.0012,-0.0012
4.6,4.55,4.65,0.0068,0.0014,-0.0014,0.0002,-0.0002,0.0012,-0.0012
4.7,4.65,4.75,0.00526,0.00098,-0.00098,0.00023,-0.00023,0.00088,-0.00088
4.8,4.75,4.85,0.00586,0.00099,-0.00099,0.00012,-0.00012,0.00087,-0.00087
4.9,4.85,4.95,0.0058,0.0015,-0.0015,0.0011,-0.0011,0.001,-0.001
5.0,4.95,5.05,0.0067,0.0011,-0.0011,0.0009,-0.0009,0.0009,-0.0009
5.1,5.05,5.15,0.0062,0.0011,-0.0011,0.0001,-0.0001,0.0011,-0.0011
5.2,5.15,5.25,0.0045,0.0011,-0.0011,0.0014,-0.0014,0.001,-0.001
5.3,5.25,5.35,0.00237,0.00074,-0.00074,0.00077,-0.00077,0.001,-0.001
5.4,5.35,5.45,0.0035,0.0011,-0.0011,0.0008,-0.0008,0.0011,-0.0011

