#: table_doi: 10.17182/hepdata.90831.v1/t364
#: name: table no 364
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),away region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_364.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0,0,2.3e-05,-2.3e-05,0.001533,-0.001533
0.6000000000000001,0.55,0.65,0.0072,0.0064,-0.0064,0.0027,-0.0027,0.0063,-0.0063
0.7,0.65,0.75,0.046,0.021,-0.021,0.011,-0.011,0.009,-0.009
0.8,0.75,0.85,0.049,0.019,-0.019,0.046,-0.046,0.012,-0.012
0.8999999999999999,0.85,0.95,0.059,0.022,-0.022,0.051,-0.051,0.012,-0.012
1.0,0.95,1.05,0.2,0.04,-0.04,0.02,-0.02,0.02,-0.02
1.1,1.05,1.15,0.2,0.039,-0.039,0.03,-0.03,0.019,-0.019
1.2,1.15,1.25,0.224,0.044,-0.044,0.044,-0.044,0.02,-0.02
1.3,1.25,1.35,0.239,0.036,-0.036,0.12,-0.12,0.023,-0.023
1.4,1.35,1.45,0.301,0.046,-0.046,0.005,-0.005,0.031,-0.031
1.5,1.45,1.55,0.313,0.047,-0.047,0.021,-0.021,0.051,-0.051
1.6,1.55,1.65,0.353,0.042,-0.042,0.019,-0.019,0.046,-0.046
1.7,1.65,1.75,0.323,0.043,-0.043,0.008,-0.008,0.037,-0.037
1.8,1.75,1.85,0.427,0.041,-0.041,0.082,-0.082,0.036,-0.036
1.9,1.85,1.95,0.471,0.053,-0.053,0.027,-0.027,0.044,-0.044
2.0,1.95,2.05,0.479,0.058,-0.058,0.035,-0.035,0.049,-0.049
2.0999999999999996,2.05,2.15,0.378,0.046,-0.046,0.134,-0.134,0.047,-0.047
2.2,2.15,2.25,0.334,0.037,-0.037,0.072,-0.072,0.051,-0.051
2.3,2.25,2.35,0.419,0.042,-0.042,0.175,-0.175,0.05,-0.05
2.4000000000000004,2.35,2.45,0.423,0.038,-0.038,0.153,-0.153,0.044,-0.044
2.5,2.45,2.55,0.378,0.048,-0.048,0.08,-0.08,0.037,-0.037
2.5999999999999996,2.55,2.65,0.281,0.039,-0.039,0.079,-0.079,0.038,-0.038
2.7,2.65,2.75,0.321,0.035,-0.035,0.019,-0.019,0.054,-0.054
2.8,2.75,2.85,0.42,0.04,-0.04,0.03,-0.03,0.06,-0.06
2.9000000000000004,2.85,2.95,0.373,0.038,-0.038,0.047,-0.047,0.072,-0.072

