#: table_doi: 10.17182/hepdata.90831.v1/t508
#: name: table no 508
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transmin region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_508.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.119,0.016,-0.016,0.126,-0.126,0.017,-0.017
0.6000000000000001,0.55,0.65,0.544,0.032,-0.032,0.056,-0.056,0.019,-0.019
0.7,0.65,0.75,0.946,0.042,-0.042,0.041,-0.041,0.024,-0.024
0.8,0.75,0.85,1.324,0.047,-0.047,0.107,-0.107,0.022,-0.022
0.8999999999999999,0.85,0.95,1.357,0.043,-0.043,0.069,-0.069,0.023,-0.023
1.0,0.95,1.05,1.286,0.041,-0.041,0.063,-0.063,0.02,-0.02
1.1,1.05,1.15,1.122,0.038,-0.038,0.052,-0.052,0.018,-0.018
1.2,1.15,1.25,0.772,0.031,-0.031,0.039,-0.039,0.014,-0.014
1.3,1.25,1.35,0.512,0.023,-0.023,0.027,-0.027,0.013,-0.013
1.4,1.35,1.45,0.387,0.021,-0.021,0.034,-0.034,0.014,-0.014
1.5,1.45,1.55,0.319,0.016,-0.016,0.018,-0.018,0.015,-0.015
1.6,1.55,1.65,0.259,0.018,-0.018,0.013,-0.013,0.013,-0.013
1.7,1.65,1.75,0.165,0.013,-0.013,0.008,-0.008,0.014,-0.014
1.8,1.75,1.85,0.171,0.015,-0.015,0.011,-0.011,0.011,-0.011
1.9,1.85,1.95,0.0593,0.0072,-0.0072,0.0102,-0.0102,0.0103,-0.0103
2.0,1.95,2.05,0.076,0.0096,-0.0096,0.0042,-0.0042,0.0078,-0.0078
2.0999999999999996,2.05,2.15,0.066,0.006,-0.006,0.004,-0.004,0.009,-0.009
2.2,2.15,2.25,0.074,0.011,-0.011,0.004,-0.004,0.014,-0.014
2.3,2.25,2.35,0.09,0.012,-0.012,0.007,-0.007,0.014,-0.014
2.4000000000000004,2.35,2.45,0.0369,0.0082,-0.0082,0.0029,-0.0029,0.0112,-0.0112
2.5,2.45,2.55,0.0323,0.0074,-0.0074,0.0019,-0.0019,0.0082,-0.0082
2.5999999999999996,2.55,2.65,0.0317,0.0086,-0.0086,0.0017,-0.0017,0.0067,-0.0067
2.7,2.65,2.75,0.0136,0.0029,-0.0029,0.0041,-0.0041,0.0079,-0.0079
2.8,2.75,2.85,0.0329,0.0077,-0.0077,0.0026,-0.0026,0.0062,-0.0062
2.9000000000000004,2.85,2.95,0.0082,0.0023,-0.0023,0.0043,-0.0043,0.006,-0.006

