#: table_doi: 10.17182/hepdata.90831.v1/t341
#: name: table no 341
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transverse region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_341.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0,0,0.000274,-0.000274,0,0
0.6000000000000001,0.55,0.65,0,0,0,0.001592,-0.001592,0,0
0.7,0.65,0.75,0,0,0,0.004458,-0.004458,0.02906,-0.02906
0.8,0.75,0.85,0.088,0.065,-0.065,0.023,-0.023,0.065,-0.065
0.8999999999999999,0.85,0.95,0.35,0.13,-0.13,0.13,-0.13,0.1,-0.1
1.0,0.95,1.05,0.34,0.14,-0.14,0.04,-0.04,0.13,-0.13
1.1,1.05,1.15,0.52,0.17,-0.17,0.14,-0.14,0.16,-0.16
1.2,1.15,1.25,0.88,0.22,-0.22,0.18,-0.18,0.18,-0.18
1.3,1.25,1.35,0.7,0.17,-0.17,0.08,-0.08,0.2,-0.2
1.4,1.35,1.45,0.8,0.22,-0.22,0.05,-0.05,0.17,-0.17
1.5,1.45,1.55,0.5,0.1,-0.1,0.2,-0.2,0.1,-0.1
1.6,1.55,1.65,0.52,0.13,-0.13,0.14,-0.14,0.14,-0.14
1.7,1.65,1.75,0.81,0.17,-0.17,0.1,-0.1,0.16,-0.16
1.8,1.75,1.85,0.45,0.14,-0.14,0.05,-0.05,0.2,-0.2
1.9,1.85,1.95,0.27,0.12,-0.12,0.16,-0.16,0.17,-0.17
2.0,1.95,2.05,0.237,0.079,-0.079,0.436,-0.436,0.141,-0.141
2.0999999999999996,2.05,2.15,0.171,0.085,-0.085,0.058,-0.058,0.229,-0.229
2.2,2.15,2.25,0.29,0.12,-0.12,0.21,-0.21,0.29,-0.29
2.3,2.25,2.35,0.57,0.17,-0.17,0.1,-0.1,0.28,-0.28
2.4000000000000004,2.35,2.45,0.036,0.034,-0.034,0.037,-0.037,0.154,-0.154
2.5,2.45,2.55,0.063,0.052,-0.052,0.087,-0.087,0.067,-0.067
2.5999999999999996,2.55,2.65,0.031,0.044,-0.044,0.187,-0.187,0.158,-0.158
2.7,2.65,2.75,0.5,0.15,-0.15,0.05,-0.05,0.18,-0.18
2.8,2.75,2.85,0.126,0.069,-0.069,0.079,-0.079,0.303,-0.303
2.9000000000000004,2.85,2.95,0.35,0.14,-0.14,0.33,-0.33,0.22,-0.22

