#: table_doi: 10.17182/hepdata.90831.v1/t169
#: name: table no 169
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_169.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0417,0.0033,-0.0033,0.0144,-0.0144,0.0069,-0.0069
0.6000000000000001,0.55,0.65,0.2066,0.0068,-0.0068,0.0167,-0.0167,0.0073,-0.0073
0.7,0.65,0.75,0.46,0.01,-0.01,0.02,-0.02,0.01,-0.01
0.8,0.75,0.85,0.846,0.013,-0.013,0.036,-0.036,0.011,-0.011
0.8999999999999999,0.85,0.95,1.258,0.014,-0.014,0.048,-0.048,0.013,-0.013
1.0,0.95,1.05,1.513,0.015,-0.015,0.054,-0.054,0.013,-0.013
1.1,1.05,1.15,1.415,0.014,-0.014,0.049,-0.049,0.013,-0.013
1.2,1.15,1.25,1.078,0.012,-0.012,0.037,-0.037,0.01,-0.01
1.3,1.25,1.35,0.78,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.4,1.35,1.45,0.5803,0.0086,-0.0086,0.0202,-0.0202,0.0073,-0.0073
1.5,1.45,1.55,0.3935,0.0068,-0.0068,0.0148,-0.0148,0.0062,-0.0062
1.6,1.55,1.65,0.2721,0.0054,-0.0054,0.0113,-0.0113,0.0049,-0.0049
1.7,1.65,1.75,0.1969,0.0047,-0.0047,0.0091,-0.0091,0.0043,-0.0043
1.8,1.75,1.85,0.146,0.004,-0.004,0.008,-0.008,0.004,-0.004
1.9,1.85,1.95,0.1163,0.0033,-0.0033,0.0064,-0.0064,0.004,-0.004
2.0,1.95,2.05,0.0936,0.0033,-0.0033,0.0055,-0.0055,0.0038,-0.0038
2.0999999999999996,2.05,2.15,0.0845,0.0026,-0.0026,0.0051,-0.0051,0.0035,-0.0035
2.2,2.15,2.25,0.0604,0.0022,-0.0022,0.0045,-0.0045,0.0034,-0.0034
2.3,2.25,2.35,0.0521,0.0023,-0.0023,0.0044,-0.0044,0.0034,-0.0034
2.4000000000000004,2.35,2.45,0.0421,0.0018,-0.0018,0.004,-0.004,0.0036,-0.0036
2.5,2.45,2.55,0.04,0.0016,-0.0016,0.0038,-0.0038,0.003,-0.003
2.5999999999999996,2.55,2.65,0.0307,0.0016,-0.0016,0.0032,-0.0032,0.0026,-0.0026
2.7,2.65,2.75,0.0273,0.0016,-0.0016,0.0029,-0.0029,0.0026,-0.0026
2.8,2.75,2.85,0.0289,0.0018,-0.0018,0.0029,-0.0029,0.0031,-0.0031
2.9000000000000004,2.85,2.95,0.0229,0.0015,-0.0015,0.0025,-0.0025,0.0035,-0.0035

