#: table_doi: 10.17182/hepdata.90831.v1/t115
#: name: table no 115
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmax region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_115.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0446,0.0039,-0.0039,0.0053,-0.0053,0.0058,-0.0058
0.195,0.1,0.29,0.1499,0.0068,-0.0068,0.0072,-0.0072,0.0069,-0.0069
0.385,0.29,0.48,0.2675,0.0079,-0.0079,0.01,-0.01,0.0089,-0.0089
0.575,0.48,0.67,0.334,0.008,-0.008,0.01,-0.01,0.01,-0.01
0.765,0.67,0.86,0.4042,0.0078,-0.0078,0.0114,-0.0114,0.0098,-0.0098
0.9550000000000001,0.86,1.05,0.4267,0.0081,-0.0081,0.0113,-0.0113,0.0094,-0.0094
1.145,1.05,1.24,0.4381,0.0074,-0.0074,0.0101,-0.0101,0.0084,-0.0084
1.335,1.24,1.43,0.4193,0.0068,-0.0068,0.0077,-0.0077,0.0071,-0.0071
1.525,1.43,1.62,0.3989,0.0065,-0.0065,0.0064,-0.0064,0.0055,-0.0055
1.715,1.62,1.81,0.3667,0.0063,-0.0063,0.0053,-0.0053,0.0052,-0.0052
1.91,1.81,2.01,0.3298,0.0063,-0.0063,0.0046,-0.0046,0.0051,-0.0051
2.105,2.01,2.2,0.2921,0.0056,-0.0056,0.0044,-0.0044,0.0059,-0.0059
2.295,2.2,2.39,0.233,0.005,-0.005,0.005,-0.005,0.006,-0.006
2.4850000000000003,2.39,2.58,0.1991,0.0043,-0.0043,0.0056,-0.0056,0.006,-0.006
2.675,2.58,2.77,0.1687,0.0038,-0.0038,0.0058,-0.0058,0.005,-0.005
2.865,2.77,2.96,0.1451,0.0038,-0.0038,0.0057,-0.0057,0.0047,-0.0047
3.0549999999999997,2.96,3.15,0.1277,0.0037,-0.0037,0.0053,-0.0053,0.0043,-0.0043
3.245,3.15,3.34,0.1001,0.0027,-0.0027,0.0049,-0.0049,0.0044,-0.0044
3.4349999999999996,3.34,3.53,0.0858,0.0031,-0.0031,0.0049,-0.0049,0.0044,-0.0044
3.625,3.53,3.72,0.0648,0.0026,-0.0026,0.0043,-0.0043,0.0041,-0.0041
3.8200000000000003,3.72,3.92,0.0521,0.0023,-0.0023,0.0039,-0.0039,0.004,-0.004
4.015000000000001,3.92,4.11,0.037,0.002,-0.002,0.003,-0.003,0.004,-0.004
4.205,4.11,4.3,0.0306,0.0016,-0.0016,0.003,-0.003,0.0032,-0.0032

