#: table_doi: 10.17182/hepdata.90831.v1/t203
#: name: table no 203
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_203.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.00102,0.00068,-0.00068,0.0004,-0.0004,0.00053,-0.00053
0.6000000000000001,0.55,0.65,0.0033,0.0012,-0.0012,0.0005,-0.0005,0.0007,-0.0007
0.7,0.65,0.75,0.0172,0.0036,-0.0036,0.0011,-0.0011,0.0012,-0.0012
0.8,0.75,0.85,0.0341,0.0038,-0.0038,0.0019,-0.0019,0.0018,-0.0018
0.8999999999999999,0.85,0.95,0.0622,0.0056,-0.0056,0.0031,-0.0031,0.0026,-0.0026
1.0,0.95,1.05,0.0916,0.0064,-0.0064,0.0042,-0.0042,0.0034,-0.0034
1.1,1.05,1.15,0.1159,0.0068,-0.0068,0.0049,-0.0049,0.0047,-0.0047
1.2,1.15,1.25,0.13,0.007,-0.007,0.005,-0.005,0.005,-0.005
1.3,1.25,1.35,0.1319,0.0064,-0.0064,0.0049,-0.0049,0.0058,-0.0058
1.4,1.35,1.45,0.159,0.0079,-0.0079,0.0054,-0.0054,0.0055,-0.0055
1.5,1.45,1.55,0.1984,0.0078,-0.0078,0.0062,-0.0062,0.0054,-0.0054
1.6,1.55,1.65,0.2226,0.0088,-0.0088,0.0066,-0.0066,0.0059,-0.0059
1.7,1.65,1.75,0.2701,0.0094,-0.0094,0.0078,-0.0078,0.0071,-0.0071
1.8,1.75,1.85,0.305,0.009,-0.009,0.009,-0.009,0.01,-0.01
1.9,1.85,1.95,0.3364,0.0089,-0.0089,0.01,-0.01,0.0111,-0.0111
2.0,1.95,2.05,0.3642,0.0088,-0.0088,0.0108,-0.0108,0.0105,-0.0105
2.0999999999999996,2.05,2.15,0.3721,0.0095,-0.0095,0.0109,-0.0109,0.0079,-0.0079
2.2,2.15,2.25,0.3901,0.0094,-0.0094,0.0112,-0.0112,0.0062,-0.0062
2.3,2.25,2.35,0.3973,0.0096,-0.0096,0.0113,-0.0113,0.0062,-0.0062
2.4000000000000004,2.35,2.45,0.3905,0.0084,-0.0084,0.0113,-0.0113,0.007,-0.007
2.5,2.45,2.55,0.3936,0.0089,-0.0089,0.0117,-0.0117,0.0075,-0.0075
2.5999999999999996,2.55,2.65,0.399,0.009,-0.009,0.013,-0.013,0.007,-0.007
2.7,2.65,2.75,0.3694,0.0074,-0.0074,0.0125,-0.0125,0.0056,-0.0056
2.8,2.75,2.85,0.3351,0.0073,-0.0073,0.0116,-0.0116,0.005,-0.005
2.9000000000000004,2.85,2.95,0.3333,0.0074,-0.0074,0.0105,-0.0105,0.0047,-0.0047

