#: table_doi: 10.17182/hepdata.90831.v1/t107
#: name: table no 107
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_107.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.41,0.01,-0.01,0.01,-0.01,0.02,-0.02
0.195,0.1,0.29,0.515,0.013,-0.013,0.014,-0.014,0.017,-0.017
0.385,0.29,0.48,0.602,0.011,-0.011,0.014,-0.014,0.014,-0.014
0.575,0.48,0.67,0.5936,0.0099,-0.0099,0.0117,-0.0117,0.0107,-0.0107
0.765,0.67,0.86,0.549,0.009,-0.009,0.01,-0.01,0.007,-0.007
0.9550000000000001,0.86,1.05,0.4856,0.0079,-0.0079,0.0082,-0.0082,0.0058,-0.0058
1.145,1.05,1.24,0.4048,0.0068,-0.0068,0.0071,-0.0071,0.0052,-0.0052
1.335,1.24,1.43,0.3495,0.0063,-0.0063,0.0068,-0.0068,0.0062,-0.0062
1.525,1.43,1.62,0.2997,0.0056,-0.0056,0.0057,-0.0057,0.0069,-0.0069
1.715,1.62,1.81,0.2399,0.0054,-0.0054,0.0051,-0.0051,0.0071,-0.0071
1.91,1.81,2.01,0.1888,0.0044,-0.0044,0.0044,-0.0044,0.0065,-0.0065
2.105,2.01,2.2,0.1413,0.0039,-0.0039,0.0041,-0.0041,0.0061,-0.0061
2.295,2.2,2.39,0.103,0.003,-0.003,0.003,-0.003,0.006,-0.006
2.4850000000000003,2.39,2.58,0.0851,0.0028,-0.0028,0.0033,-0.0033,0.0057,-0.0057
2.675,2.58,2.77,0.0652,0.0026,-0.0026,0.0029,-0.0029,0.005,-0.005
2.865,2.77,2.96,0.0456,0.0023,-0.0023,0.0025,-0.0025,0.0039,-0.0039
3.0549999999999997,2.96,3.15,0.042,0.0024,-0.0024,0.0028,-0.0028,0.003,-0.003
3.245,3.15,3.34,0.0272,0.0018,-0.0018,0.0022,-0.0022,0.0027,-0.0027
3.4349999999999996,3.34,3.53,0.0206,0.0015,-0.0015,0.0018,-0.0018,0.0025,-0.0025
3.625,3.53,3.72,0.013,0.001,-0.001,0.001,-0.001,0.002,-0.002
3.8200000000000003,3.72,3.92,0.0144,0.0026,-0.0026,0.0017,-0.0017,0.0023,-0.0023
4.015000000000001,3.92,4.11,0.0087,0.0012,-0.0012,0.0009,-0.0009,0.0026,-0.0026
4.205,4.11,4.3,0.0104,0.0012,-0.0012,0.0011,-0.0011,0.0032,-0.0032

