#: table_doi: 10.17182/hepdata.90831.v1/t359
#: name: table no 359
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_359.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.007,0.001,-0.001,0.001,-0.001,0.001,-0.001
0.6000000000000001,0.55,0.65,0.04,0.0026,-0.0026,0.005,-0.005,0.0021,-0.0021
0.7,0.65,0.75,0.1417,0.0041,-0.0041,0.0136,-0.0136,0.0042,-0.0042
0.8,0.75,0.85,0.4555,0.0068,-0.0068,0.0311,-0.0311,0.0081,-0.0081
0.8999999999999999,0.85,0.95,1.0025,0.0094,-0.0094,0.042,-0.042,0.0125,-0.0125
1.0,0.95,1.05,1.514,0.011,-0.011,0.049,-0.049,0.015,-0.015
1.1,1.05,1.15,1.727,0.011,-0.011,0.063,-0.063,0.013,-0.013
1.2,1.15,1.25,1.547,0.011,-0.011,0.057,-0.057,0.01,-0.01
1.3,1.25,1.35,1.1586,0.0082,-0.0082,0.0417,-0.0417,0.0062,-0.0062
1.4,1.35,1.45,0.8138,0.0069,-0.0069,0.0336,-0.0336,0.0042,-0.0042
1.5,1.45,1.55,0.5343,0.0055,-0.0055,0.0232,-0.0232,0.0037,-0.0037
1.6,1.55,1.65,0.3514,0.0041,-0.0041,0.0171,-0.0171,0.0034,-0.0034
1.7,1.65,1.75,0.2276,0.0036,-0.0036,0.0129,-0.0129,0.0028,-0.0028
1.8,1.75,1.85,0.1474,0.0026,-0.0026,0.0091,-0.0091,0.0027,-0.0027
1.9,1.85,1.95,0.0974,0.0022,-0.0022,0.0074,-0.0074,0.003,-0.003
2.0,1.95,2.05,0.0692,0.0018,-0.0018,0.0054,-0.0054,0.003,-0.003
2.0999999999999996,2.05,2.15,0.047,0.0013,-0.0013,0.0042,-0.0042,0.0023,-0.0023
2.2,2.15,2.25,0.033,0.001,-0.001,0.003,-0.003,0.001,-0.001
2.3,2.25,2.35,0.02009,0.00081,-0.00081,0.00256,-0.00256,0.00084,-0.00084
2.4000000000000004,2.35,2.45,0.01531,0.00083,-0.00083,0.00233,-0.00233,0.00072,-0.00072
2.5,2.45,2.55,0.01123,0.00078,-0.00078,0.00167,-0.00167,0.00093,-0.00093
2.5999999999999996,2.55,2.65,0.0102,0.00064,-0.00064,0.00135,-0.00135,0.00078,-0.00078
2.7,2.65,2.75,0.00655,0.00045,-0.00045,0.00126,-0.00126,0.00076,-0.00076
2.8,2.75,2.85,0.00511,0.00058,-0.00058,0.00103,-0.00103,0.0006,-0.0006
2.9000000000000004,2.85,2.95,0.00351,0.00046,-0.00046,0.00083,-0.00083,0.00055,-0.00055

