#: table_doi: 10.17182/hepdata.90831.v1/t190
#: name: table no 190
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_190.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.046,0.0012,-0.0012,0.0431,-0.0431,0.0094,-0.0094
0.6000000000000001,0.55,0.65,0.2898,0.0033,-0.0033,0.0384,-0.0384,0.0093,-0.0093
0.7,0.65,0.75,0.6288,0.0044,-0.0044,0.033,-0.033,0.0096,-0.0096
0.8,0.75,0.85,1.044,0.0054,-0.0054,0.038,-0.038,0.0111,-0.0111
0.8999999999999999,0.85,0.95,1.3568,0.0054,-0.0054,0.0455,-0.0455,0.0135,-0.0135
1.0,0.95,1.05,1.4259,0.0052,-0.0052,0.0476,-0.0476,0.0145,-0.0145
1.1,1.05,1.15,1.2838,0.0046,-0.0046,0.0427,-0.0427,0.013,-0.013
1.2,1.15,1.25,1.0216,0.0041,-0.0041,0.0332,-0.0332,0.0096,-0.0096
1.3,1.25,1.35,0.7666,0.0035,-0.0035,0.0243,-0.0243,0.0065,-0.0065
1.4,1.35,1.45,0.5544,0.0028,-0.0028,0.017,-0.017,0.0051,-0.0051
1.5,1.45,1.55,0.3933,0.0023,-0.0023,0.0117,-0.0117,0.0046,-0.0046
1.6,1.55,1.65,0.279,0.002,-0.002,0.008,-0.008,0.004,-0.004
1.7,1.65,1.75,0.2056,0.0016,-0.0016,0.0061,-0.0061,0.0041,-0.0041
1.8,1.75,1.85,0.1477,0.0014,-0.0014,0.0045,-0.0045,0.0037,-0.0037
1.9,1.85,1.95,0.1106,0.0012,-0.0012,0.0035,-0.0035,0.0031,-0.0031
2.0,1.95,2.05,0.0825,0.0011,-0.0011,0.0029,-0.0029,0.0023,-0.0023
2.0999999999999996,2.05,2.15,0.06631,0.00097,-0.00097,0.00246,-0.00246,0.00169,-0.00169
2.2,2.15,2.25,0.05016,0.00085,-0.00085,0.00206,-0.00206,0.00133,-0.00133
2.3,2.25,2.35,0.03953,0.00071,-0.00071,0.00162,-0.00162,0.00111,-0.00111
2.4000000000000004,2.35,2.45,0.03372,0.00064,-0.00064,0.00138,-0.00138,0.00102,-0.00102
2.5,2.45,2.55,0.02593,0.00059,-0.00059,0.00112,-0.00112,0.00095,-0.00095
2.5999999999999996,2.55,2.65,0.01986,0.00051,-0.00051,0.00103,-0.00103,0.0009,-0.0009
2.7,2.65,2.75,0.01783,0.00053,-0.00053,0.00088,-0.00088,0.00072,-0.00072
2.8,2.75,2.85,0.01385,0.00051,-0.00051,0.00072,-0.00072,0.00057,-0.00057
2.9000000000000004,2.85,2.95,0.0127,0.00043,-0.00043,0.00056,-0.00056,0.00049,-0.00049

