#: table_doi: 10.17182/hepdata.90831.v1/t489
#: name: table no 489
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),toward region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_489.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0534,0.0047,-0.0047,0.0294,-0.0294,0.0069,-0.0069
0.6000000000000001,0.55,0.65,0.242,0.0099,-0.0099,0.0164,-0.0164,0.0073,-0.0073
0.7,0.65,0.75,0.538,0.014,-0.014,0.043,-0.043,0.008,-0.008
0.8,0.75,0.85,0.905,0.017,-0.017,0.068,-0.068,0.01,-0.01
0.8999999999999999,0.85,0.95,1.227,0.019,-0.019,0.073,-0.073,0.011,-0.011
1.0,0.95,1.05,1.406,0.019,-0.019,0.083,-0.083,0.013,-0.013
1.1,1.05,1.15,1.302,0.017,-0.017,0.077,-0.077,0.011,-0.011
1.2,1.15,1.25,0.988,0.014,-0.014,0.065,-0.065,0.011,-0.011
1.3,1.25,1.35,0.752,0.013,-0.013,0.043,-0.043,0.007,-0.007
1.4,1.35,1.45,0.56,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.5,1.45,1.55,0.3971,0.0083,-0.0083,0.0215,-0.0215,0.0052,-0.0052
1.6,1.55,1.65,0.2815,0.0068,-0.0068,0.0153,-0.0153,0.0047,-0.0047
1.7,1.65,1.75,0.2203,0.0058,-0.0058,0.0114,-0.0114,0.0046,-0.0046
1.8,1.75,1.85,0.155,0.005,-0.005,0.013,-0.013,0.005,-0.005
1.9,1.85,1.95,0.1281,0.0044,-0.0044,0.0075,-0.0075,0.0042,-0.0042
2.0,1.95,2.05,0.1037,0.0042,-0.0042,0.0123,-0.0123,0.0046,-0.0046
2.0999999999999996,2.05,2.15,0.0982,0.0035,-0.0035,0.0058,-0.0058,0.0047,-0.0047
2.2,2.15,2.25,0.0732,0.0032,-0.0032,0.0043,-0.0043,0.0042,-0.0042
2.3,2.25,2.35,0.0615,0.0032,-0.0032,0.0058,-0.0058,0.0043,-0.0043
2.4000000000000004,2.35,2.45,0.0516,0.0025,-0.0025,0.0051,-0.0051,0.0042,-0.0042
2.5,2.45,2.55,0.0491,0.0023,-0.0023,0.0022,-0.0022,0.0042,-0.0042
2.5999999999999996,2.55,2.65,0.038,0.0023,-0.0023,0.002,-0.002,0.0031,-0.0031
2.7,2.65,2.75,0.031,0.002,-0.002,0.004,-0.004,0.003,-0.003
2.8,2.75,2.85,0.0367,0.0027,-0.0027,0.0026,-0.0026,0.0041,-0.0041
2.9000000000000004,2.85,2.95,0.0306,0.0023,-0.0023,0.0014,-0.0014,0.0044,-0.0044

