#: table_doi: 10.17182/hepdata.90831.v1/t500
#: name: table no 500
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_500.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0185,0.0062,-0.0062,0.0159,-0.0159,0.0057,-0.0057
0.6000000000000001,0.55,0.65,0.124,0.014,-0.014,0.008,-0.008,0.007,-0.007
0.7,0.65,0.75,0.298,0.023,-0.023,0.023,-0.023,0.011,-0.011
0.8,0.75,0.85,0.628,0.031,-0.031,0.041,-0.041,0.021,-0.021
0.8999999999999999,0.85,0.95,0.952,0.039,-0.039,0.041,-0.041,0.024,-0.024
1.0,0.95,1.05,1.199,0.039,-0.039,0.028,-0.028,0.027,-0.027
1.1,1.05,1.15,1.208,0.038,-0.038,0.025,-0.025,0.02,-0.02
1.2,1.15,1.25,1.011,0.034,-0.034,0.025,-0.025,0.018,-0.018
1.3,1.25,1.35,0.785,0.027,-0.027,0.017,-0.017,0.017,-0.017
1.4,1.35,1.45,0.559,0.024,-0.024,0.015,-0.015,0.015,-0.015
1.5,1.45,1.55,0.469,0.021,-0.021,0.012,-0.012,0.014,-0.014
1.6,1.55,1.65,0.374,0.016,-0.016,0.011,-0.011,0.014,-0.014
1.7,1.65,1.75,0.312,0.017,-0.017,0.025,-0.025,0.013,-0.013
1.8,1.75,1.85,0.238,0.014,-0.014,0.007,-0.007,0.013,-0.013
1.9,1.85,1.95,0.194,0.011,-0.011,0.006,-0.006,0.011,-0.011
2.0,1.95,2.05,0.18,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.0999999999999996,2.05,2.15,0.1225,0.0074,-0.0074,0.0077,-0.0077,0.0074,-0.0074
2.2,2.15,2.25,0.113,0.008,-0.008,0.013,-0.013,0.006,-0.006
2.3,2.25,2.35,0.0987,0.0083,-0.0083,0.0025,-0.0025,0.0084,-0.0084
2.4000000000000004,2.35,2.45,0.0919,0.0074,-0.0074,0.0058,-0.0058,0.0086,-0.0086
2.5,2.45,2.55,0.0826,0.0086,-0.0086,0.0019,-0.0019,0.0081,-0.0081
2.5999999999999996,2.55,2.65,0.0709,0.0065,-0.0065,0.0016,-0.0016,0.0066,-0.0066
2.7,2.65,2.75,0.0466,0.0043,-0.0043,0.0013,-0.0013,0.0055,-0.0055
2.8,2.75,2.85,0.0426,0.0044,-0.0044,0.0019,-0.0019,0.0059,-0.0059
2.9000000000000004,2.85,2.95,0.0556,0.0063,-0.0063,0.0037,-0.0037,0.0058,-0.0058

