#: table_doi: 10.17182/hepdata.90831.v1/t350
#: name: table no 350
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_350.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.023,0.0014,-0.0014,0.0039,-0.0039,0.0038,-0.0038
0.6000000000000001,0.55,0.65,0.1702,0.0038,-0.0038,0.0331,-0.0331,0.0046,-0.0046
0.7,0.65,0.75,0.4841,0.0056,-0.0056,0.0642,-0.0642,0.005,-0.005
0.8,0.75,0.85,0.9731,0.0072,-0.0072,0.0776,-0.0776,0.0083,-0.0083
0.8999999999999999,0.85,0.95,1.4138,0.0076,-0.0076,0.0683,-0.0683,0.0107,-0.0107
1.0,0.95,1.05,1.5553,0.0073,-0.0073,0.0736,-0.0736,0.0137,-0.0137
1.1,1.05,1.15,1.4286,0.0065,-0.0065,0.0858,-0.0858,0.0111,-0.0111
1.2,1.15,1.25,1.135,0.0057,-0.0057,0.066,-0.066,0.0072,-0.0072
1.3,1.25,1.35,0.8289,0.0048,-0.0048,0.0447,-0.0447,0.0051,-0.0051
1.4,1.35,1.45,0.5829,0.0038,-0.0038,0.0331,-0.0331,0.0046,-0.0046
1.5,1.45,1.55,0.3989,0.0031,-0.0031,0.0195,-0.0195,0.0048,-0.0048
1.6,1.55,1.65,0.2702,0.0025,-0.0025,0.0134,-0.0134,0.0039,-0.0039
1.7,1.65,1.75,0.193,0.002,-0.002,0.01,-0.01,0.003,-0.003
1.8,1.75,1.85,0.1361,0.0017,-0.0017,0.0071,-0.0071,0.0034,-0.0034
1.9,1.85,1.95,0.0982,0.0015,-0.0015,0.0055,-0.0055,0.0029,-0.0029
2.0,1.95,2.05,0.0697,0.0012,-0.0012,0.0045,-0.0045,0.0026,-0.0026
2.0999999999999996,2.05,2.15,0.052,0.0011,-0.0011,0.0032,-0.0032,0.0019,-0.0019
2.2,2.15,2.25,0.041,0.001,-0.001,0.002,-0.002,0.002,-0.002
2.3,2.25,2.35,0.02802,0.00081,-0.00081,0.00229,-0.00229,0.0013,-0.0013
2.4000000000000004,2.35,2.45,0.02155,0.00057,-0.00057,0.00176,-0.00176,0.00121,-0.00121
2.5,2.45,2.55,0.01738,0.00063,-0.00063,0.00142,-0.00142,0.0009,-0.0009
2.5999999999999996,2.55,2.65,0.01342,0.00061,-0.00061,0.00118,-0.00118,0.0008,-0.0008
2.7,2.65,2.75,0.0109,0.0006,-0.0006,0.0009,-0.0009,0.0006,-0.0006
2.8,2.75,2.85,0.00831,0.00052,-0.00052,0.00073,-0.00073,0.00053,-0.00053
2.9000000000000004,2.85,2.95,0.00657,0.00043,-0.00043,0.00074,-0.00074,0.00047,-0.00047

