#: table_doi: 10.17182/hepdata.90831.v1/t227
#: name: table no 227
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_227.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.869,0.015,-0.015,0.01,-0.01,0.009,-0.009
0.6000000000000001,0.55,0.65,1.427,0.018,-0.018,0.022,-0.022,0.008,-0.008
0.7,0.65,0.75,1.138,0.017,-0.017,0.014,-0.014,0.009,-0.009
0.8,0.75,0.85,0.914,0.016,-0.016,0.008,-0.008,0.009,-0.009
0.8999999999999999,0.85,0.95,0.825,0.016,-0.016,0.007,-0.007,0.01,-0.01
1.0,0.95,1.05,0.669,0.014,-0.014,0.008,-0.008,0.008,-0.008
1.1,1.05,1.15,0.578,0.014,-0.014,0.005,-0.005,0.007,-0.007
1.2,1.15,1.25,0.458,0.014,-0.014,0.004,-0.004,0.005,-0.005
1.3,1.25,1.35,0.421,0.013,-0.013,0.016,-0.016,0.005,-0.005
1.4,1.35,1.45,0.31,0.012,-0.012,0.004,-0.004,0.005,-0.005
1.5,1.45,1.55,0.307,0.012,-0.012,0.006,-0.006,0.006,-0.006
1.6,1.55,1.65,0.2457,0.0099,-0.0099,0.0183,-0.0183,0.0048,-0.0048
1.7,1.65,1.75,0.2079,0.0093,-0.0093,0.003,-0.003,0.0058,-0.0058
1.8,1.75,1.85,0.1877,0.0091,-0.0091,0.0089,-0.0089,0.0049,-0.0049
1.9,1.85,1.95,0.1548,0.0091,-0.0091,0.0246,-0.0246,0.0061,-0.0061
2.0,1.95,2.05,0.1461,0.0088,-0.0088,0.0126,-0.0126,0.0054,-0.0054
2.0999999999999996,2.05,2.15,0.109,0.007,-0.007,0.005,-0.005,0.005,-0.005
2.2,2.15,2.25,0.0921,0.0068,-0.0068,0.0102,-0.0102,0.0039,-0.0039
2.3,2.25,2.35,0.0978,0.0069,-0.0069,0.0054,-0.0054,0.003,-0.003
2.4000000000000004,2.35,2.45,0.081,0.006,-0.006,0.008,-0.008,0.003,-0.003
2.5,2.45,2.55,0.0612,0.0049,-0.0049,0.0005,-0.0005,0.0021,-0.0021
2.5999999999999996,2.55,2.65,0.0596,0.0049,-0.0049,0.0038,-0.0038,0.0021,-0.0021
2.7,2.65,2.75,0.0647,0.0055,-0.0055,0.0019,-0.0019,0.0023,-0.0023
2.8,2.75,2.85,0.049,0.0046,-0.0046,0.0035,-0.0035,0.0023,-0.0023
2.9000000000000004,2.85,2.95,0.0376,0.0039,-0.0039,0.0024,-0.0024,0.0019,-0.0019
3.0,2.95,3.05,0.0347,0.0038,-0.0038,0.0025,-0.0025,0.0025,-0.0025
3.0999999999999996,3.05,3.15,0.0395,0.0044,-0.0044,0.0039,-0.0039,0.0032,-0.0032
3.2,3.15,3.25,0.0304,0.0034,-0.0034,0.0047,-0.0047,0.0035,-0.0035
3.3,3.25,3.35,0.024,0.003,-0.003,0.001,-0.001,0.002,-0.002
3.4000000000000004,3.35,3.45,0.03,0.003,-0.003,0.004,-0.004,0.002,-0.002
3.5,3.45,3.55,0.027,0.0033,-0.0033,0.0052,-0.0052,0.0016,-0.0016
3.5999999999999996,3.55,3.65,0.0182,0.0024,-0.0024,0.0009,-0.0009,0.0019,-0.0019
3.7,3.65,3.75,0.0213,0.0028,-0.0028,0.0002,-0.0002,0.0015,-0.0015
3.8,3.75,3.85,0.0209,0.0029,-0.0029,0.0027,-0.0027,0.0014,-0.0014
3.9000000000000004,3.85,3.95,0.0097,0.0017,-0.0017,0.0014,-0.0014,0.0013,-0.0013
4.0,3.95,4.05,0.0108,0.0018,-0.0018,0.0004,-0.0004,0.0014,-0.0014
4.1,4.05,4.15,0.017,0.0022,-0.0022,0.0039,-0.0039,0.0018,-0.0018
4.2,4.15,4.25,0.0164,0.0026,-0.0026,0.0002,-0.0002,0.0019,-0.0019
4.3,4.25,4.35,0.0094,0.0015,-0.0015,0.0007,-0.0007,0.0017,-0.0017
4.4,4.35,4.45,0.0076,0.0012,-0.0012,0.0027,-0.0027,0.0011,-0.0011
4.5,4.45,4.55,0.0079,0.0017,-0.0017,0.0003,-0.0003,0.0013,-0.0013
4.6,4.55,4.65,0.0128,0.0024,-0.0024,0.0032,-0.0032,0.0015,-0.0015
4.7,4.65,4.75,0.0095,0.0023,-0.0023,0.0003,-0.0003,0.0018,-0.0018
4.8,4.75,4.85,0.0116,0.0013,-0.0013,0.0012,-0.0012,0.0017,-0.0017
4.9,4.85,4.95,0.0057,0.0017,-0.0017,0.0006,-0.0006,0.0018,-0.0018
5.0,4.95,5.05,0.00343,0.00099,-0.00099,0.00077,-0.00077,0.00183,-0.00183
5.1,5.05,5.15,0.0079,0.0021,-0.0021,0.0015,-0.0015,0.0022,-0.0022
5.2,5.15,5.25,0.0068,0.0018,-0.0018,0.0004,-0.0004,0.0021,-0.0021
5.3,5.25,5.35,0.0075,0.0019,-0.0019,0.0004,-0.0004,0.002,-0.002
5.4,5.35,5.45,0.0066,0.0013,-0.0013,0.0003,-0.0003,0.0013,-0.0013

