#: table_doi: 10.17182/hepdata.90831.v1/t370
#: name: table no 370
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_370.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8236,0.0054,-0.0054,0.0283,-0.0283,0.0034,-0.0034
0.6000000000000001,0.55,0.65,1.4305,0.0074,-0.0074,0.0332,-0.0332,0.0032,-0.0032
0.7,0.65,0.75,1.138,0.007,-0.007,0.024,-0.024,0.003,-0.003
0.8,0.75,0.85,0.946,0.0063,-0.0063,0.0167,-0.0167,0.0019,-0.0019
0.8999999999999999,0.85,0.95,0.7762,0.0059,-0.0059,0.0124,-0.0124,0.0015,-0.0015
1.0,0.95,1.05,0.6502,0.0061,-0.0061,0.0101,-0.0101,0.0018,-0.0018
1.1,1.05,1.15,0.5345,0.0054,-0.0054,0.0084,-0.0084,0.0018,-0.0018
1.2,1.15,1.25,0.4463,0.0049,-0.0049,0.0072,-0.0072,0.002,-0.002
1.3,1.25,1.35,0.3961,0.0051,-0.0051,0.0062,-0.0062,0.002,-0.002
1.4,1.35,1.45,0.3184,0.0044,-0.0044,0.0059,-0.0059,0.0018,-0.0018
1.5,1.45,1.55,0.2724,0.0042,-0.0042,0.0059,-0.0059,0.0019,-0.0019
1.6,1.55,1.65,0.24,0.0039,-0.0039,0.0059,-0.0059,0.0015,-0.0015
1.7,1.65,1.75,0.2075,0.0038,-0.0038,0.0037,-0.0037,0.0016,-0.0016
1.8,1.75,1.85,0.18,0.0036,-0.0036,0.0039,-0.0039,0.0012,-0.0012
1.9,1.85,1.95,0.1513,0.0033,-0.0033,0.0055,-0.0055,0.0013,-0.0013
2.0,1.95,2.05,0.139,0.003,-0.003,0.002,-0.002,0.001,-0.001
2.0999999999999996,2.05,2.15,0.1192,0.0029,-0.0029,0.0025,-0.0025,0.0013,-0.0013
2.2,2.15,2.25,0.0938,0.0026,-0.0026,0.0053,-0.0053,0.0011,-0.0011
2.3,2.25,2.35,0.0899,0.0025,-0.0025,0.0018,-0.0018,0.001,-0.001
2.4000000000000004,2.35,2.45,0.0867,0.0024,-0.0024,0.0022,-0.0022,0.0008,-0.0008
2.5,2.45,2.55,0.0619,0.0022,-0.0022,0.001,-0.001,0.0008,-0.0008
2.5999999999999996,2.55,2.65,0.059,0.002,-0.002,0.004,-0.004,0.001,-0.001
2.7,2.65,2.75,0.0599,0.0019,-0.0019,0.0018,-0.0018,0.0007,-0.0007
2.8,2.75,2.85,0.052,0.002,-0.002,0.001,-0.001,0.001,-0.001
2.9000000000000004,2.85,2.95,0.0461,0.0018,-0.0018,0.0027,-0.0027,0.0006,-0.0006
3.0,2.95,3.05,0.0413,0.0017,-0.0017,0.0022,-0.0022,0.0006,-0.0006
3.0999999999999996,3.05,3.15,0.0383,0.0015,-0.0015,0.0006,-0.0006,0.0006,-0.0006
3.2,3.15,3.25,0.0344,0.0013,-0.0013,0.0019,-0.0019,0.0006,-0.0006
3.3,3.25,3.35,0.032,0.0014,-0.0014,0.0013,-0.0013,0.0005,-0.0005
3.4000000000000004,3.35,3.45,0.0273,0.0013,-0.0013,0.0007,-0.0007,0.0005,-0.0005
3.5,3.45,3.55,0.0239,0.0011,-0.0011,0.0009,-0.0009,0.0004,-0.0004
3.5999999999999996,3.55,3.65,0.0215,0.0011,-0.0011,0.0016,-0.0016,0.0004,-0.0004
3.7,3.65,3.75,0.0222,0.0011,-0.0011,0.001,-0.001,0.0004,-0.0004
3.8,3.75,3.85,0.02022,0.00099,-0.00099,0.0009,-0.0009,0.00037,-0.00037
3.9000000000000004,3.85,3.95,0.01888,0.00099,-0.00099,0.00028,-0.00028,0.00035,-0.00035
4.0,3.95,4.05,0.01662,0.00093,-0.00093,0.00124,-0.00124,0.00036,-0.00036
4.1,4.05,4.15,0.017,0.0009,-0.0009,0.0011,-0.0011,0.0004,-0.0004
4.2,4.15,4.25,0.01485,0.00074,-0.00074,0.00089,-0.00089,0.00039,-0.00039
