#: table_doi: 10.17182/hepdata.90831.v1/t186
#: name: table no 186
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_186.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0926,0.0084,-0.0084,0.0436,-0.0436,0.0163,-0.0163
0.6000000000000001,0.55,0.65,0.545,0.019,-0.019,0.042,-0.042,0.016,-0.016
0.7,0.65,0.75,0.89,0.021,-0.021,0.043,-0.043,0.015,-0.015
0.8,0.75,0.85,1.287,0.024,-0.024,0.052,-0.052,0.016,-0.016
0.8999999999999999,0.85,0.95,1.41,0.025,-0.025,0.055,-0.055,0.019,-0.019
1.0,0.95,1.05,1.269,0.022,-0.022,0.045,-0.045,0.022,-0.022
1.1,1.05,1.15,1.04,0.019,-0.019,0.03,-0.03,0.022,-0.022
1.2,1.15,1.25,0.846,0.018,-0.018,0.021,-0.021,0.017,-0.017
1.3,1.25,1.35,0.643,0.015,-0.015,0.017,-0.017,0.011,-0.011
1.4,1.35,1.45,0.452,0.011,-0.011,0.013,-0.013,0.008,-0.008
1.5,1.45,1.55,0.32,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.6,1.55,1.65,0.2542,0.0093,-0.0093,0.0114,-0.0114,0.0068,-0.0068
1.7,1.65,1.75,0.1773,0.0068,-0.0068,0.0121,-0.0121,0.007,-0.007
1.8,1.75,1.85,0.1281,0.0066,-0.0066,0.0117,-0.0117,0.0076,-0.0076
1.9,1.85,1.95,0.1,0.005,-0.005,0.01,-0.01,0.007,-0.007
2.0,1.95,2.05,0.0814,0.0048,-0.0048,0.0076,-0.0076,0.0069,-0.0069
2.0999999999999996,2.05,2.15,0.0582,0.0038,-0.0038,0.0065,-0.0065,0.006,-0.006
2.2,2.15,2.25,0.0419,0.0034,-0.0034,0.0061,-0.0061,0.0056,-0.0056
2.3,2.25,2.35,0.0591,0.0053,-0.0053,0.006,-0.006,0.0055,-0.0055
2.4000000000000004,2.35,2.45,0.0412,0.0034,-0.0034,0.005,-0.005,0.005,-0.005
2.5,2.45,2.55,0.0227,0.0023,-0.0023,0.0041,-0.0041,0.0045,-0.0045
2.5999999999999996,2.55,2.65,0.0191,0.0026,-0.0026,0.0036,-0.0036,0.0043,-0.0043
2.7,2.65,2.75,0.0151,0.0025,-0.0025,0.0038,-0.0038,0.0045,-0.0045
2.8,2.75,2.85,0.0294,0.0031,-0.0031,0.0044,-0.0044,0.0053,-0.0053
2.9000000000000004,2.85,2.95,0.01,0.0016,-0.0016,0.0029,-0.0029,0.0049,-0.0049

