#: table_doi: 10.17182/hepdata.90831.v1/t267
#: name: table no 267
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmin region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_267.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.063,0.011,-0.011,0.008,-0.008,0.008,-0.008
0.195,0.1,0.29,0.178,0.016,-0.016,0.021,-0.021,0.011,-0.011
0.385,0.29,0.48,0.268,0.018,-0.018,0.013,-0.013,0.014,-0.014
0.575,0.48,0.67,0.362,0.019,-0.019,0.013,-0.013,0.017,-0.017
0.765,0.67,0.86,0.388,0.017,-0.017,0.042,-0.042,0.017,-0.017
0.9550000000000001,0.86,1.05,0.453,0.021,-0.021,0.012,-0.012,0.015,-0.015
1.145,1.05,1.24,0.486,0.017,-0.017,0.035,-0.035,0.014,-0.014
1.335,1.24,1.43,0.48,0.016,-0.016,0.024,-0.024,0.012,-0.012
1.525,1.43,1.62,0.461,0.016,-0.016,0.017,-0.017,0.013,-0.013
1.715,1.62,1.81,0.377,0.016,-0.016,0.005,-0.005,0.023,-0.023
1.91,1.81,2.01,0.355,0.016,-0.016,0.024,-0.024,0.023,-0.023
2.105,2.01,2.2,0.279,0.012,-0.012,0.009,-0.009,0.023,-0.023
2.295,2.2,2.39,0.224,0.012,-0.012,0.002,-0.002,0.015,-0.015
2.4850000000000003,2.39,2.58,0.208,0.011,-0.011,0.017,-0.017,0.015,-0.015
2.675,2.58,2.77,0.1666,0.0095,-0.0095,0.0043,-0.0043,0.0131,-0.0131
2.865,2.77,2.96,0.135,0.011,-0.011,0.004,-0.004,0.01,-0.01
3.0549999999999997,2.96,3.15,0.111,0.011,-0.011,0.01,-0.01,0.01,-0.01
3.245,3.15,3.34,0.0666,0.0067,-0.0067,0.0109,-0.0109,0.0083,-0.0083
3.4349999999999996,3.34,3.53,0.0468,0.0048,-0.0048,0.0005,-0.0005,0.0072,-0.0072
3.625,3.53,3.72,0.0307,0.0042,-0.0042,0.0089,-0.0089,0.0054,-0.0054
3.8200000000000003,3.72,3.92,0.0233,0.0058,-0.0058,0.0011,-0.0011,0.0055,-0.0055
4.015000000000001,3.92,4.11,0.0156,0.0042,-0.0042,0.0011,-0.0011,0.007,-0.007
4.205,4.11,4.3,0.024,0.0047,-0.0047,0.0048,-0.0048,0.0092,-0.0092

